"cluster_id","kind","agent_id_v5","n_studies","gsm","in_h5","new_agent_id","new_canon","new_src","is_strong"
"group_L4_da6b7570","cytokine_stim","STR:transforming growth factor beta 1",3,"GSM3945701",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"pair_L4_0ee63b78","cytokine_stim","STR:immunoglobulin m",1,"GSM6394816",TRUE,"HGNC:CD40LG","CD40LG","CYTOKINE_IMMPORT",TRUE
"group_L1_aa948052","cytokine_stim","UNK",1,"GSM7668367",TRUE,,,"NO_RECOVERY",FALSE
"pair_L3_26d2e807","cytokine_stim","STR:cd3_cd28_activated",1,"GSM8192617",TRUE,"STR:cd3_cd28_activated","cd3/cd28 activated","STR_FALLBACK",FALSE
"group_L4_607e1c22","cytokine_stim","STR:il15_il21",1,"GSM3418207",TRUE,"HGNC:IL15","IL15","CYTOKINE_IMMPORT",TRUE
"group_L1_7991f496","cytokine_stim","UNK",1,"GSM3258606",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_1972ea22","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM5909703",TRUE,"STR:tgf_1","tgf-î²1","STR_FALLBACK",FALSE
"group_L4_887609ef","cytokine_stim","STR:cd3/cd28",1,"GSM8217154",TRUE,"STR:cd3_cd28_stimulated","cd3/cd28 stimulated","STR_FALLBACK",FALSE
"pair_L0_68558820","cytokine_stim","UNK",1,"GSM3258606",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_5af69b1d","cytokine_stim","STR:transforming growth factor alpha",1,"GSM2817907",TRUE,"HGNC:TGFA","TGFA","CYTOKINE_IMMPORT",TRUE
"group_L4_43ca8e8a","cytokine_stim","STR:treated_with_il1_and_tnf_for_14_days",1,"GSM4914125",TRUE,"HGNC:TNF","TNF","CYTOKINE_IMMPORT",TRUE
"group_L2_fe826c3f","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM4067071",TRUE,"STR:tgf","tgf-î²","STR_FALLBACK",FALSE
"pair_L3_fd791760","cytokine_stim","STR:chemerin",1,"GSM8035109",TRUE,"STR:rhchemerin","rhchemerin","STR_FALLBACK",FALSE
"group_L0_36705098","cytokine_stim","STR:interferon gamma",1,"GSM5949111",TRUE,"STR:ifng_24h","ifng_24h","STR_FALLBACK",FALSE
"group_L1_d8f6f6b9","cytokine_stim","STR:il_17_tnfa",1,"GSM5356215",TRUE,"HGNC:IL17A","IL17A","CYTOKINE_IMMPORT",TRUE
"pair_L3_486e484c","cytokine_stim","UNK",1,"GSM4710650",TRUE,,,"NO_RECOVERY",FALSE
"group_L3_396bac4e","cytokine_stim","STR:interferon gamma",1,"GSM5478719",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"pair_L4_4a71c784","cytokine_stim","STR:interferon alpha-2",1,"GSM3559669",TRUE,"HGNC:IFNA2","IFNA2","CYTOKINE_IMMPORT",TRUE
"group_L4_e38a28c2","cytokine_stim","STR:epidermal growth factor",1,"GSM8042996",TRUE,"HGNC:EGF","EGF","CYTOKINE_IMMPORT",TRUE
"group_L2_9fcd079c","cytokine_stim","STR:cd3/cd28",1,"GSM8217151",TRUE,"STR:cd3_cd28_stimulated","cd3/cd28 stimulated","STR_FALLBACK",FALSE
"group_L2_ab9f91c7","cytokine_stim","STR:tgf",1,"GSM6576600",TRUE,"STR:tgf","tgf","STR_FALLBACK",FALSE
"group_L1_7342a988","cytokine_stim","STR:interferon gamma",1,"GSM5639759",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L1_db8e12ec","cytokine_stim","STR:il_2_and_anti_cd3_cd28_agonistic_mabs",1,"GSM8022802",TRUE,"HGNC:IL2","IL2","CYTOKINE_IMMPORT",TRUE
"group_L2_21cfbbbd","cytokine_stim","STR:interferon gamma",1,"GSM5639759",TRUE,"HGNC:IFNG","IFNG","CYTOKINE_IMMPORT",TRUE
"group_L3_b00ad1d6","cytokine_stim","STR:isolated_t_stimulation",1,"GSM7767455",TRUE,"STR:isolated_t_stimulation","isolated t stimulation","STR_FALLBACK",FALSE
"pair_L3_636d31d8","cytokine_stim","STR:tnf_ifngamma_5min",1,"GSM6572823",TRUE,"HGNC:TNF","TNF","CYTOKINE_IMMPORT",TRUE
"group_L3_c3eed595","cytokine_stim","STR:interleukin-6",1,"GSM3099434",TRUE,"HGNC:IL6","IL6","CYTOKINE_IMMPORT",TRUE
"pair_L3_8a126ee2","cytokine_stim","STR:ifn_i",1,"GSM5733688",TRUE,"STR:ifn_i","ifn-i","STR_FALLBACK",FALSE
"group_L2_75e4cdac","cytokine_stim","STR:neurotrophin-3",1,"GSM5434832",TRUE,"STR:nt","nt","STR_FALLBACK",FALSE
"pair_L2_083154c2","cytokine_stim","STR:transforming growth factor beta",1,"GSM2345127",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"pair_L1_51dfb4d0","cytokine_stim","STR:interferon lambda-1",1,"GSM7781151",TRUE,"STR:100ng_ml_infl1_3","100ng/ml infl1-3","STR_FALLBACK",FALSE
"group_L3_34c948eb","cytokine_stim","STR:cd3_cd28_il_12",1,"GSM4280404",TRUE,"STR:cd3_cd28_il_12","cd3/cd28/il-12","STR_FALLBACK",FALSE
"group_L3_131a701c","cytokine_stim","STR:cytokine_treated",1,"GSM1808869",TRUE,"STR:cytokine_treated","cytokine treated","STR_FALLBACK",FALSE
"group_L1_3a4e6a12","cytokine_stim","STR:10_ng_ml_ifn",1,"GSM6234546",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"group_L4_109d020c","cytokine_stim","STR:transforming growth factor beta 1",1,"GSM6131712",TRUE,"HGNC:TGFB1","TGFB1","CYTOKINE_IMMPORT",TRUE
"group_L0_8a968760","cytokine_stim","UNK",1,"GSM5825833",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_b871e5d7","cytokine_stim","STR:cytokine_treated",1,"GSM1808869",TRUE,"STR:cytokine_treated","cytokine treated","STR_FALLBACK",FALSE
"group_L3_0fd8a75f","cytokine_stim","STR:ifn-î²",1,"GSM7429537",TRUE,"HGNC:IFNA1","IFNA1","CYTOKINE_IMMPORT",TRUE
"group_L1_ba3d9e44","cytokine_stim","UNK",1,"GSM5830222",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_1f6e6e56","cytokine_stim","STR:hepatocyte growth factor",1,"GSM4614871",TRUE,"HGNC:IL6","IL6","CYTOKINE_IMMPORT",TRUE
"group_L0_35fa17ce","cytokine_stim","STR:il_17_tnfa",1,"GSM5356223",TRUE,"HGNC:IL17A","IL17A","CYTOKINE_IMMPORT",TRUE
"group_L2_0633b95d","pathogen_or_aggregate_exposure","UNK",1,"GSM5242128",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_0273121d","pathogen_or_aggregate_exposure","STR:infected_with_shaan_virus_for_24hours",1,"GSM5057648",TRUE,"STR:infected_with_shaan_virus_for_24hours","infected with shaan virus for 24hours","STR_FALLBACK",FALSE
"pair_L4_bd05e98c","pathogen_or_aggregate_exposure","STR:stimulated_with_m_leprae_whole_cell_sonicate_antigen_10_g_ml",1,"GSM5444533",TRUE,"STR:stimulated_with_m_leprae_whole_cell_sonicate_antigen_10_g_ml","stimulated with m. leprae whole cell sonicate antigen(10âµg/ml)","STR_FALLBACK",FALSE
"group_L0_c34d7acc","pathogen_or_aggregate_exposure","UNK",1,"GSM7274354",TRUE,,,"NO_RECOVERY",FALSE
"pair_L3_3a447cb7","pathogen_or_aggregate_exposure","STR:iav_infected_moi_3",1,"GSM4462367",TRUE,"STR:iav_infected_moi_3","iav infected (moi 3)","STR_FALLBACK",FALSE
"pair_L0_15fa6e12","pathogen_or_aggregate_exposure","UNK",1,"GSM2837014",TRUE,"STR:rhinovirus_rv16","rhinovirus (rv16)","STR_FALLBACK",FALSE
"pair_L4_93ce4541","pathogen_or_aggregate_exposure","STR:ev_d68",1,"GSM7431649",TRUE,"NCBITaxon:42789","ev-d68","PATHOGEN_VERNACULAR",TRUE
"group_L0_58750817","pathogen_or_aggregate_exposure","UNK",1,"GSM5711154",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_1de298cb","pathogen_or_aggregate_exposure","STR:epstein-barr virus",1,"GSM1492708",TRUE,,,"NO_RECOVERY",FALSE
"pair_L4_14994c6d","pathogen_or_aggregate_exposure","STR:cd34+ cells",1,"GSM7021867",TRUE,"STR:exposition_to_umbilical_cord_blood_cd34_cells","exposition to umbilical cord blood cd34+ cells","STR_FALLBACK",FALSE
"group_L0_67317c13","pathogen_or_aggregate_exposure","STR:human immunodeficiency virus 1",1,"GSM3362004",TRUE,"STR:hiv_infected","hiv-infected","STR_FALLBACK",FALSE
"pair_L4_a4d19578","pathogen_or_aggregate_exposure","UNK",1,"GSM8124607",TRUE,,,"NO_RECOVERY",FALSE
"pair_L2_ca8b3ec4","pathogen_or_aggregate_exposure","STR:infected48hrs",1,"GSM7993167",TRUE,"STR:infected48hrs","infected48hrs","STR_FALLBACK",FALSE
"group_L1_0bfa4483","pathogen_or_aggregate_exposure","UNK",1,"GSM2027307",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_a69d3fd3","pathogen_or_aggregate_exposure","STR:rhinovirus a21",1,"GSM3190645",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_943e46ac","pathogen_or_aggregate_exposure","STR:sars-cov-2",1,"GSM5919406",TRUE,"STR:infected_sars_cov_2","infected â sars-cov-2","STR_FALLBACK",FALSE
"group_L3_80b3e043","pathogen_or_aggregate_exposure","STR:borrelia burgdorferi",1,"GSM4637154",TRUE,"STR:b_burgdorferi_infected_48_hours","b. burgdorferi infected - 48 hours","STR_FALLBACK",FALSE
"group_L3_433f5c6b","pathogen_or_aggregate_exposure","STR:infected_with_vzv",1,"GSM5348175",TRUE,"STR:infected_with_vzv","infected with vzv","STR_FALLBACK",FALSE
"group_L3_a6ca722a","pathogen_or_aggregate_exposure","STR:stimulated_with_m_leprae_whole_cell_sonicate_antigen_10_g_ml",1,"GSM5444535",TRUE,"STR:stimulated_with_m_leprae_whole_cell_sonicate_antigen_10_g_ml","stimulated with m. leprae whole cell sonicate antigen(10âµg/ml)","STR_FALLBACK",FALSE
"group_L1_02c31d30","pathogen_or_aggregate_exposure","STR:zikv_infected_moi_1",1,"GSM7497092",TRUE,"STR:zikv_infected_moi_1","zikv infected moi-1","STR_FALLBACK",FALSE
"group_L3_a17f95f0","pathogen_or_aggregate_exposure","UNK",2,"GSM2865670",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_0d56bd63","pathogen_or_aggregate_exposure","STR:mycobacterium tuberculosis",1,"GSM2755317",TRUE,"NCBITaxon:1773","mtb","PATHOGEN_VERNACULAR",TRUE
"group_L1_40080e92","pathogen_or_aggregate_exposure","UNK",1,"GSM7050978",TRUE,"NCBITaxon:998453","delta","PATHOGEN_TAXID",TRUE
"pair_L1_17bd44dc","pathogen_or_aggregate_exposure","STR:human herpesvirus 5",1,"GSM8254838",TRUE,"STR:hhv5","hhv5","STR_FALLBACK",FALSE
"pair_L3_8c9d8b6a","pathogen_or_aggregate_exposure","STR:infected_with_virus_cmv_strain_tb40",1,"GSM4824187",TRUE,"STR:infected_with_virus_cmv_strain_tb40","infected with virus cmv strain tb40","STR_FALLBACK",FALSE
"group_L3_2be43aed","pathogen_or_aggregate_exposure","STR:cytosine-phosphate-guanine oligodeoxynucleotide",1,"GSM6268574",TRUE,"STR:cpg","cpg","STR_FALLBACK",FALSE
"group_L3_c43e4d74","pathogen_or_aggregate_exposure","STR:rvc",1,"GSM4495282",TRUE,,,"NO_RECOVERY",FALSE
"group_L3_12c6f67a","pathogen_or_aggregate_exposure","UNK",11,"GSM2886346",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_65175dee","pathogen_or_aggregate_exposure","STR:bcg vaccine",1,"GSM5141153",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_6b63882a","pathogen_or_aggregate_exposure","STR:rs504393",1,"GSM4675784",TRUE,"STR:rs504393","rs504393","STR_FALLBACK",FALSE
"group_L2_e89c9fc4","pathogen_or_aggregate_exposure","UNK",1,"GSM4410939",TRUE,"STR:rsv_a","rsv a","STR_FALLBACK",FALSE
"pair_L2_8ecc57d1","pathogen_or_aggregate_exposure","UNK",1,"GSM3899599",TRUE,"STR:cchfv","cchfv","STR_FALLBACK",FALSE
"pair_L2_800ca897","pathogen_or_aggregate_exposure","UNK",1,"GSM7433333",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_57213a92","pathogen_or_aggregate_exposure","UNK",1,"GSM4156900",TRUE,"NCBITaxon:12814","rsv","PATHOGEN_VERNACULAR",TRUE
"group_L4_98072561","pathogen_or_aggregate_exposure","UNK",1,"GSM3505513",TRUE,,,"NO_RECOVERY",FALSE
"pair_L4_e68eebc5","pathogen_or_aggregate_exposure","STR:csp",1,"GSM5357244",TRUE,"STR:csp","csp","STR_FALLBACK",FALSE
"pair_L0_4f1414d9","pathogen_or_aggregate_exposure","STR:placental micro-evs",1,"GSM7790694",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_d0b3351b","pathogen_or_aggregate_exposure","STR:t_cell_exposure",1,"GSM6619697",TRUE,"STR:t_cell_exposure","t-cell exposure","STR_FALLBACK",FALSE
"group_L1_f3bf7c0b","pathogen_or_aggregate_exposure","UNK",1,"GSM2550418",TRUE,,,"NO_RECOVERY",FALSE
"pair_L1_134858bf","pathogen_or_aggregate_exposure","STR:sars-cov-2",1,"GSM7081949",TRUE,"NCBITaxon:2697049","sars-cov-2","PATHOGEN_VERNACULAR",TRUE
"group_L3_afd53982","pathogen_or_aggregate_exposure","UNK",1,"GSM5235284",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_982ac90b","pathogen_or_aggregate_exposure","STR:no",1,"GSM5325439",TRUE,"STR:no","no","STR_FALLBACK",FALSE
"pair_L3_96c6d255","pathogen_or_aggregate_exposure","UNK",1,"GSM4083633",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_a04ccca1","pathogen_or_aggregate_exposure","UNK",1,"GSM7886802",TRUE,"STR:72_hours_post_infection_with_rsv","72 hours post-infection with rsv","STR_FALLBACK",FALSE
"group_L0_c54395d4","pathogen_or_aggregate_exposure","UNK",1,"GSM3057852",TRUE,,,"NO_RECOVERY",FALSE
"pair_L2_cbd4cf82","pathogen_or_aggregate_exposure","STR:sars_cov_2_omicron_variant_infected",1,"GSM7974843",TRUE,"STR:sars_cov_2_omicron_variant_infected","sars-cov-2 omicron variant infected","STR_FALLBACK",FALSE
"group_L3_f7216918","pathogen_or_aggregate_exposure","STR:cov2",1,"GSM4933345",TRUE,"STR:cov2","cov2","STR_FALLBACK",FALSE
"group_L4_f8528cf0","pathogen_or_aggregate_exposure","UNK",1,"GSM4133170",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_17c3ffe7","pathogen_or_aggregate_exposure","UNK",1,"GSM1937936",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_9fd43575","pathogen_or_aggregate_exposure","STR:sars-cov-2",1,"GSM5947715",TRUE,,,"NO_RECOVERY",FALSE
"pair_L1_498bdfb4","pathogen_or_aggregate_exposure","STR:measles virus",1,"GSM3822044",TRUE,"STR:infected_with_mv","infected with mv","STR_FALLBACK",FALSE
"group_L3_46a7ae23","pathogen_or_aggregate_exposure","UNK",2,"GSM3736593",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_eb646a2f","pathogen_or_aggregate_exposure","UNK",1,"GSM7011201",TRUE,,,"NO_RECOVERY",FALSE
"group_L3_e8128a2e","pathogen_or_aggregate_exposure","STR:activated endothelial evs",1,"GSM7297243",TRUE,"STR:activated_endothelial_evs","activated endothelial evs","STR_FALLBACK",FALSE
"pair_L1_d133324d","pathogen_or_aggregate_exposure","UNK",1,"GSM1444167",TRUE,,,"NO_RECOVERY",FALSE
"group_L3_8e0fda8d","pathogen_or_aggregate_exposure","STR:treponema denticola",1,"GSM6267813",TRUE,"STR:t_denticola_atcc_35405_infected","t. denticola atcc 35405 infected","STR_FALLBACK",FALSE
"group_L0_2b01fc40","pathogen_or_aggregate_exposure","UNK",1,"GSM5663488",TRUE,"NCBITaxon:2955291","influenzaavirus","PATHOGEN_TAXID",TRUE
"group_L1_28295b8c","pathogen_or_aggregate_exposure","UNK",1,"GSM5717971",TRUE,"STR:sars_cov_2_virus","sars-cov-2 virus","STR_FALLBACK",FALSE
"group_L4_467ae658","pathogen_or_aggregate_exposure","STR:coronavirus nl63",1,"GSM3190616",TRUE,,,"NO_RECOVERY",FALSE
"pair_L3_1b4c10d8","pathogen_or_aggregate_exposure","STR:sars_cov_2",1,"GSM6705103",TRUE,"NCBITaxon:2697049","sars-cov-2","PATHOGEN_VERNACULAR",TRUE
"pair_L4_9c7ca846","pathogen_or_aggregate_exposure","STR:ebola virus",1,"GSM5594193",TRUE,"NCBITaxon:3052462","orthoebolaviruszairense","PATHOGEN_TAXID",TRUE
"group_L3_e4a6e652","pathogen_or_aggregate_exposure","STR:infected_with_influenza_virus_wt_pr8",1,"GSM6283046",TRUE,"STR:infected_with_influenza_virus_wt_pr8","infected with influenza virus wt pr8","STR_FALLBACK",FALSE
"group_L0_338cd21d","pathogen_or_aggregate_exposure","UNK",1,"GSM2178355",TRUE,"NCBITaxon:2955291","h3n2subtype","PATHOGEN_TAXID",TRUE
"pair_L2_3699725f","pathogen_or_aggregate_exposure","STR:rsv_infected_16_h",1,"GSM4915882",TRUE,"STR:rsv_infected_16_h","rsv infected 16 h","STR_FALLBACK",FALSE
"pair_L1_b7217ba5","pathogen_or_aggregate_exposure","UNK",1,"GSM4609406",TRUE,,,"NO_RECOVERY",FALSE
"pair_L0_92d21fc3","pathogen_or_aggregate_exposure","STR:staphylococcal enterotoxin b",1,"GSM5529630",TRUE,"STR:recombinant_seb_500_g_ml","recombinant seb 500 î¼g/ml","STR_FALLBACK",FALSE
"group_L4_daff1243","pathogen_or_aggregate_exposure","STR:human coronavirus nl63",1,"GSM3190689",TRUE,,,"NO_RECOVERY",FALSE
"pair_L0_fb5ccbef","pathogen_or_aggregate_exposure","STR:campylobacter concisus",1,"GSM7758073",TRUE,"STR:c_concisus","c. concisus","STR_FALLBACK",FALSE
"group_L0_d1074dcc","pathogen_or_aggregate_exposure","STR:candidemia",1,"GSM5360863",TRUE,,,"NO_RECOVERY",FALSE
"pair_L0_3cd83f8e","pathogen_or_aggregate_exposure","UNK",1,"GSM3178405",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_33d91875","pathogen_or_aggregate_exposure","STR:br16 cdx model",1,"GSM4119832",TRUE,,,"NO_RECOVERY",FALSE
"group_L3_6916997c","pathogen_or_aggregate_exposure","STR:epstein-barr virus",1,"GSM5309254",TRUE,"STR:25hc","25hc","STR_FALLBACK",FALSE
"pair_L3_8cb2fb54","pathogen_or_aggregate_exposure","UNK",1,"GSM5289791",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_3f2f1fd8","pathogen_or_aggregate_exposure","STR:rsvb",1,"GSM5861072",TRUE,"STR:rsvb","rsvb","STR_FALLBACK",FALSE
"pair_L0_b2be7b19","pathogen_or_aggregate_exposure","UNK",1,"GSM5724764",TRUE,,,"NO_RECOVERY",FALSE
"group_L4_67db1568","pathogen_or_aggregate_exposure","STR:v2",1,"GSM6412219",TRUE,"STR:v2","v2","STR_FALLBACK",FALSE
"group_L0_1909ad18","pathogen_or_aggregate_exposure","STR:pcr negative",1,"GSM2865663",TRUE,,,"NO_RECOVERY",FALSE
"pair_L4_04be14d9","pathogen_or_aggregate_exposure","STR:c_parvum_infected_cells",1,"GSM7731121",TRUE,"STR:c_parvum_infected_cells","c. parvum-infected cells","STR_FALLBACK",FALSE
"group_L3_32002414","pathogen_or_aggregate_exposure","STR:exosome",1,"GSM5974431",TRUE,,,"NO_RECOVERY",FALSE
"group_L4_b80c9182","pathogen_or_aggregate_exposure","STR:sars-cov-2",1,"GSM6260368",TRUE,"STR:sars_cov_2_infection","sars-cov-2 infection","STR_FALLBACK",FALSE
"group_L3_7396fdb7","pathogen_or_aggregate_exposure","STR:rhinovirus a44",1,"GSM3190639",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_6e107b95","pathogen_or_aggregate_exposure","STR:candidemia",1,"GSM5361058",TRUE,,,"NO_RECOVERY",FALSE
"pair_L2_b5197962","pathogen_or_aggregate_exposure","STR:rhinovirus a16",1,"GSM4617943",TRUE,"STR:rv_a16","rv-a16","STR_FALLBACK",FALSE
"pair_L4_e9c690d7","pathogen_or_aggregate_exposure","STR:hiv_1_bal_hsa",1,"GSM4800195",TRUE,"STR:hiv_1_bal_hsa","hiv-1-bal-hsa","STR_FALLBACK",FALSE
"group_L0_e7620615","pathogen_or_aggregate_exposure","STR:candidemia",2,"GSM5360824",TRUE,,,"NO_RECOVERY",FALSE
"group_L3_7df64d71","pathogen_or_aggregate_exposure","UNK",1,"GSM4697955",TRUE,,,"NO_RECOVERY",FALSE
"group_L3_d9e2e092","pathogen_or_aggregate_exposure","STR:mycobacterium tuberculosis",1,"GSM4210633",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_8b4e0267","pathogen_or_aggregate_exposure","UNK",1,"GSM5242128",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_bec91458","pathogen_or_aggregate_exposure","UNK",1,"GSM2781408",TRUE,"STR:hsv_1_strain_17_genbank_nc_001806_2","hsv-1 strain 17 (genbank: nc_001806.2)","STR_FALLBACK",FALSE
"group_L3_9ebda883","pathogen_or_aggregate_exposure","STR:lentivirus",1,"GSM5503519",TRUE,,,"NO_RECOVERY",FALSE
"pair_L0_d5cbf82d","pathogen_or_aggregate_exposure","STR:human cytomegalovirus",1,"GSM6245924",TRUE,"NCBITaxon:10359","hcmv","PATHOGEN_VERNACULAR",TRUE
"group_L0_7924ce0e","pathogen_or_aggregate_exposure","UNK",1,"GSM7468821",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_1ed8c901","pathogen_or_aggregate_exposure","STR:12_hours_infection",1,"GSM4008309",TRUE,"NCBITaxon:3048459","zikavirus","PATHOGEN_TAXID",TRUE
"group_L0_93f06f92","pathogen_or_aggregate_exposure","STR:csp",1,"GSM5358811",TRUE,"STR:csp","csp","STR_FALLBACK",FALSE
"group_L4_55acb365","pathogen_or_aggregate_exposure","STR:helicobacter pylori",2,"GSM5609858",TRUE,"NCBITaxon:209","helicobacter","PATHOGEN_TAXID",TRUE
"group_L4_230be9d3","pathogen_or_aggregate_exposure","STR:hepatitis b virus",1,"GSM5282560",TRUE,"STR:treatment_naive","treatment-naive","STR_FALLBACK",FALSE
"group_L1_a0e58d1f","pathogen_or_aggregate_exposure","UNK",1,"GSM1856055",TRUE,,,"NO_RECOVERY",FALSE
"group_L3_def61f6c","pathogen_or_aggregate_exposure","STR:sars-cov-2",1,"GSM6423708",TRUE,"NCBITaxon:2697049","sars-cov-2","PATHOGEN_VERNACULAR",TRUE
"group_L4_e28435a8","pathogen_or_aggregate_exposure","STR:rhinovirus a66",1,"GSM3189055",TRUE,,,"NO_RECOVERY",FALSE
"group_L4_6514beff","pathogen_or_aggregate_exposure","STR:sc5314",1,"GSM3625484",TRUE,"STR:sc5314","sc5314","STR_FALLBACK",FALSE
"pair_L2_dfdf7a55","pathogen_or_aggregate_exposure","STR:cd34+ cells",1,"GSM7021867",TRUE,"STR:exposition_to_umbilical_cord_blood_cd34_cells","exposition to umbilical cord blood cd34+ cells","STR_FALLBACK",FALSE
"group_L0_b58a3b89","pathogen_or_aggregate_exposure","UNK",1,"GSM2185671",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_7ef00810","pathogen_or_aggregate_exposure","STR:infected_with_shaan_virus_p3",1,"GSM6061469",TRUE,"STR:infected_with_shaan_virus_p3","infected with shaan virus p3","STR_FALLBACK",FALSE
"group_L4_f88095e1","pathogen_or_aggregate_exposure","STR:kshvinfected",1,"GSM6947100",TRUE,"STR:kshvinfected","kshvinfected","STR_FALLBACK",FALSE
"group_L0_6f4d876f","pathogen_or_aggregate_exposure","UNK",1,"GSM7274302",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_b11dc189","pathogen_or_aggregate_exposure","STR:rhinovirus a75",1,"GSM3189241",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_168b3425","pathogen_or_aggregate_exposure","UNK",1,"GSM4446770",TRUE,,,"NO_RECOVERY",FALSE
"group_L4_e13ee97d","pathogen_or_aggregate_exposure","UNK",1,"GSM3395726",TRUE,,,"NO_RECOVERY",FALSE
"pair_L0_d4709083","pathogen_or_aggregate_exposure","UNK",1,"GSM1260574",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_ce917310","pathogen_or_aggregate_exposure","UNK",1,"GSM4508692",TRUE,,,"NO_RECOVERY",FALSE
"group_L2_dd090e4e","pathogen_or_aggregate_exposure","STR:pulmonary tuberculosis, and tuberculous pleurisy",1,"GSM4810288",TRUE,,,"NO_RECOVERY",FALSE
"pair_L1_9fbe6a71","pathogen_or_aggregate_exposure","STR:escherichia coli",1,"GSM3769133",TRUE,"STR:escherichia_coli_ec","escherichia coli (ec)","STR_FALLBACK",FALSE
"group_L1_c2497289","pathogen_or_aggregate_exposure","UNK",1,"GSM2445592",TRUE,"NCBITaxon:10407","hbv","PATHOGEN_VERNACULAR",TRUE
"group_L0_9ea6e328","pathogen_or_aggregate_exposure","UNK",1,,FALSE,,,"NO_GSM",FALSE
"group_L0_e863f8c1","pathogen_or_aggregate_exposure","UNK",1,"GSM4210000",TRUE,,,"NO_RECOVERY",FALSE
"group_L4_14e4fdeb","pathogen_or_aggregate_exposure","STR:enterohemorrhagic escherichia coli",1,"GSM5529063",TRUE,"STR:enterohemorrhagic_e_coli_strain_8624","enterohemorrhagic e. coli strain 8624","STR_FALLBACK",FALSE
"group_L3_48f05d4b","pathogen_or_aggregate_exposure","STR:escherichia coli",1,"GSM6915104",TRUE,"STR:treated_with_e_coli","treated with e. coli","STR_FALLBACK",FALSE
"group_L1_063fb4a9","pathogen_or_aggregate_exposure","STR:sars-cov-2",1,"GSM4637297",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_0d4aeb72","pathogen_or_aggregate_exposure","STR:live_bacteria",1,"GSM7475394",TRUE,"STR:live_bacteria","live bacteria","STR_FALLBACK",FALSE
"group_L0_414a37a0","pathogen_or_aggregate_exposure","UNK",1,"GSM4798451",TRUE,"STR:v_parahaemolyticus_serotype_o3_k6_at_moi_10","v. parahaemolyticus serotype o3:k6 at moi-10","STR_FALLBACK",FALSE
"group_L1_37137381","pathogen_or_aggregate_exposure","STR:hcmv_infected",1,"GSM2644288",TRUE,"STR:hcmv_infected","hcmv-infected","STR_FALLBACK",FALSE
"group_L4_893c7dfe","pathogen_or_aggregate_exposure","STR:human papillomavirus type 56",1,"GSM4587915",TRUE,,,"NO_RECOVERY",FALSE
"group_L0_524be551","pathogen_or_aggregate_exposure","STR:p100pop_infected",1,"GSM7881714",TRUE,"STR:p100pop_infected","p100pop-infected","STR_FALLBACK",FALSE
"group_L2_ae8bd008","pathogen_or_aggregate_exposure","STR:trichomonas vaginalis",1,"GSM5235309",TRUE,,,"NO_RECOVERY",FALSE
"group_L1_db0d709b","pathogen_or_aggregate_exposure","STR:pertussis_antigenic_challenge",1,"GSM4623620",TRUE,"STR:pertussis_antigenic_challenge","pertussis antigenic challenge","STR_FALLBACK",FALSE
"group_L2_79b52e67","pathogen_or_aggregate_exposure","STR:dv",1,"GSM5240662",TRUE,"STR:dv","dv","STR_FALLBACK",FALSE
"group_L0_4e4048d8","pathogen_or_aggregate_exposure","STR:tuberculosis",1,"GSM4772452",TRUE,,,"NO_RECOVERY",FALSE
