"study_id","esito"
"GSE241943","entra da fuori nel deliverable"
"GSE242108","chiavi identiche"
"GSE242706","chiavi identiche"
"GSE243230","chiavi identiche"
"GSE243421","chiavi identiche"
"GSE243454","chiavi identiche"
"GSE243564","chiavi identiche"
"GSE243618","chiavi identiche"
"GSE243625","chiavi identiche"
"GSE244272","chiavi identiche"
"GSE244305","chiavi identiche"
"GSE244485","chiavi identiche"
"GSE244486","chiavi identiche"
"GSE244533","chiavi identiche"
"GSE244730","chiavi identiche"
"GSE244754","solo chiavi nuove, nessuna persa"
"GSE244934","chiavi identiche"
"GSE245454","chiavi identiche"
"GSE245621","chiavi identiche"
"GSE245677","chiavi identiche"
"GSE245762","chiavi identiche"
"GSE246045","entra da fuori nel deliverable"
"GSE246050","chiavi identiche"
"GSE246340","chiavi identiche"
"GSE246391","chiavi identiche"
"GSE246493","chiavi identiche"
"GSE246781","chiavi identiche"
"GSE246886","solo chiavi nuove, nessuna persa"
"GSE247159","chiavi identiche"
"GSE247275","entra da fuori nel deliverable"
"GSE247389","entra da fuori nel deliverable"
"GSE247637","chiavi identiche"
"GSE248274","entra da fuori nel deliverable"
"GSE248485","chiavi identiche"
"GSE248794","chiavi identiche"
"GSE248927","chiavi identiche"
"GSE249026","chiavi identiche"
"GSE249573","chiavi identiche"
"GSE249721","chiavi identiche"
"GSE250037","chiavi identiche"
"GSE250224","chiavi identiche"
"GSE251809","solo chiavi nuove, nessuna persa"
"GSE251861","cambia l'ENTITA'"
"GSE251869","chiavi identiche"
"GSE252002","la chiave sparisce senza sostituta"
"GSE252527","chiavi identiche"
"GSE252566","chiavi identiche"
"GSE252567","chiavi identiche"
"GSE252576","chiavi identiche"
"GSE252740","chiavi identiche"
"GSE253542","chiavi identiche"
"GSE253742","chiavi identiche"
"GSE254310","chiavi identiche"
"GSE254479","chiavi identiche"
"GSE255071","chiavi identiche"
"GSE255073","chiavi identiche"
"GSE255074","chiavi identiche"
"GSE255300","chiavi identiche"
"GSE255352","chiavi identiche"
"GSE255958","chiavi identiche"
"GSE256235","chiavi identiche"
"GSE256370","chiavi identiche"
"GSE259282","entra da fuori nel deliverable"
"GSE261086","chiavi identiche"
"GSE261699","entra da fuori nel deliverable"
"GSE262030","chiavi identiche"
"GSE262137","chiavi identiche"
"GSE262147","chiavi identiche"
"GSE262398","chiavi identiche"
"GSE262877","chiavi identiche"
"GSE263180","chiavi identiche"
"GSE263319","chiavi identiche"
"GSE264144","chiavi identiche"
"GSE264288","chiavi identiche"
"GSE264575","chiavi identiche"
"GSE264621","entra da fuori nel deliverable"
"GSE266011","chiavi identiche"
"GSE266389","la chiave sparisce senza sostituta"
"GSE266932","chiavi identiche"
"GSE267150","chiavi identiche"
"GSE267930","chiavi identiche"
"GSE268499","chiavi identiche"
"GSE269441","entra da fuori nel deliverable"
"GSE269699","chiavi identiche"
"GSE270511","chiavi identiche"
"GSE272030","entra da fuori nel deliverable"
"GSE46597","chiavi identiche"
"GSE49159","chiavi identiche"
"GSE52778","chiavi identiche"
"GSE52946","chiavi identiche"
"GSE55727","entra da fuori nel deliverable"
"GSE55922","chiavi identiche"
"GSE56022","chiavi identiche"
"GSE56066","entra da fuori nel deliverable"
"GSE56623","entra da fuori nel deliverable"
"GSE57116","chiavi identiche"
"GSE57148","chiavi identiche"
"GSE59066","chiavi identiche"
"GSE60340","entra da fuori nel deliverable"
"GSE61375","entra da fuori nel deliverable"
"GSE64233","chiavi identiche"
"GSE64529","chiavi identiche"
"GSE64550","entra da fuori nel deliverable"
"GSE64741","cambia l'ENTITA'"
"GSE64813","entra da fuori nel deliverable"
"GSE65335","chiavi identiche"
"GSE65420","chiavi identiche"
"GSE65634","entra da fuori nel deliverable"
"GSE67196","chiavi identiche"
"GSE69121","chiavi identiche"
"GSE70068","chiavi identiche"
"GSE72460","chiavi identiche"
"GSE74220","chiavi identiche"
"GSE74251","chiavi identiche"
"GSE74324","chiavi identiche"
"GSE74697","chiavi identiche"
"GSE75962","chiavi identiche"
"GSE76608","chiavi identiche"
"GSE77039","chiavi identiche"
"GSE77307","chiavi identiche"
"GSE77509","chiavi identiche"
"GSE78922","chiavi identiche"
"GSE78936","chiavi identiche"
"GSE79027","chiavi identiche"
"GSE79544","chiavi identiche"
"GSE79782","chiavi identiche"
"GSE80153","chiavi identiche"
"GSE80365","chiavi identiche"
"GSE80651","chiavi identiche"
"GSE80655","chiavi identiche"
"GSE80716","cambia l'ENTITA'"
"GSE81106","chiavi identiche"
"GSE81405","chiavi identiche"
"GSE81478","chiavi identiche"
"GSE81687","chiavi identiche"
"GSE82204","chiavi identiche"
"GSE83601","entra da fuori nel deliverable"
"GSE83687","entra da fuori nel deliverable"
"GSE84538","chiavi identiche"
"GSE85567","entra da fuori nel deliverable"
"GSE85910","chiavi identiche"
"GSE86356","entra da fuori nel deliverable"
"GSE86906","chiavi identiche"
"GSE87809","chiavi identiche"
"GSE88750","chiavi identiche"
"GSE88757","chiavi identiche"
"GSE89127","chiavi identiche"
"GSE89408","chiavi identiche"
"GSE89442","chiavi identiche"
"GSE89725","chiavi identiche"
"GSE89843","chiavi identiche"
"GSE90469","chiavi identiche"
"GSE90889","chiavi identiche"
"GSE92387","chiavi identiche"
"GSE92532","chiavi identiche"
"GSE92592","entra da fuori nel deliverable"
"GSE92723","entra da fuori nel deliverable"
"GSE92724","entra da fuori nel deliverable"
"GSE93153","chiavi identiche"
"GSE93330","chiavi identiche"
"GSE93385","chiavi identiche"
"GSE93620","chiavi identiche"
"GSE93624","chiavi identiche"
"GSE93807","entra da fuori nel deliverable"
"GSE93904","chiavi identiche"
"GSE94235","solo chiavi nuove, nessuna persa"
"GSE94724","chiavi identiche"
"GSE95079","chiavi identiche"
"GSE95243","chiavi identiche"
"GSE95413","chiavi identiche"
"GSE95587","chiavi identiche"
"GSE96649","chiavi identiche"
"GSE96975","chiavi identiche"
"GSE97356","entra da fuori nel deliverable"
"GSE97358","chiavi identiche"
"GSE97619","entra da fuori nel deliverable"
"GSE97744","la chiave sparisce senza sostituta"
"GSE97766","chiavi identiche"
"GSE98428","chiavi identiche"
"GSE98984","chiavi identiche"
"GSE99299","chiavi identiche"
"GSE99381","entra da fuori nel deliverable"
"GSE99392","entra da fuori nel deliverable"
"GSE99626","la chiave sparisce senza sostituta"
"GSE99875","chiavi identiche"
"GSE102812","esce del tutto dal deliverable"
"GSE102908","esce del tutto dal deliverable"
"GSE103147","esce del tutto dal deliverable"
"GSE103666","esce del tutto dal deliverable"
"GSE104462","esce del tutto dal deliverable"
"GSE104766","esce del tutto dal deliverable"
"GSE105041","esce del tutto dal deliverable"
"GSE108038","esce del tutto dal deliverable"
"GSE110709","esce del tutto dal deliverable"
"GSE110935","esce del tutto dal deliverable"
"GSE111006","esce del tutto dal deliverable"
"GSE111010","esce del tutto dal deliverable"
"GSE111016","esce del tutto dal deliverable"
"GSE112155","esce del tutto dal deliverable"
"GSE112568","esce del tutto dal deliverable"
"GSE113185","esce del tutto dal deliverable"
"GSE113753","esce del tutto dal deliverable"
"GSE115514","esce del tutto dal deliverable"
"GSE117769","esce del tutto dal deliverable"
"GSE117875","esce del tutto dal deliverable"
"GSE118691","esce del tutto dal deliverable"
"GSE121137","esce del tutto dal deliverable"
"GSE124118","esce del tutto dal deliverable"
"GSE124841","esce del tutto dal deliverable"
"GSE124939","esce del tutto dal deliverable"
"GSE125014","esce del tutto dal deliverable"
"GSE125437","esce del tutto dal deliverable"
"GSE125933","esce del tutto dal deliverable"
"GSE128177","esce del tutto dal deliverable"
"GSE129071","esce del tutto dal deliverable"
"GSE129153","esce del tutto dal deliverable"
"GSE129473","esce del tutto dal deliverable"
"GSE130247","esce del tutto dal deliverable"
"GSE131320","esce del tutto dal deliverable"
"GSE131732","esce del tutto dal deliverable"
"GSE133039","esce del tutto dal deliverable"
"GSE133087","esce del tutto dal deliverable"
"GSE133684","esce del tutto dal deliverable"
"GSE134298","esce del tutto dal deliverable"
"GSE134595","esce del tutto dal deliverable"
"GSE135055","esce del tutto dal deliverable"
"GSE135527","esce del tutto dal deliverable"
"GSE135753","esce del tutto dal deliverable"
"GSE135870","esce del tutto dal deliverable"
"GSE137297","esce del tutto dal deliverable"
"GSE137344","esce del tutto dal deliverable"
"GSE137644","esce del tutto dal deliverable"
"GSE138082","esce del tutto dal deliverable"
"GSE138209","esce del tutto dal deliverable"
"GSE138780","esce del tutto dal deliverable"
"GSE139003","esce del tutto dal deliverable"
"GSE139179","esce del tutto dal deliverable"
"GSE139233","esce del tutto dal deliverable"
"GSE140089","esce del tutto dal deliverable"
"GSE140702","esce del tutto dal deliverable"
"GSE142417","esce del tutto dal deliverable"
"GSE143588","esce del tutto dal deliverable"
"GSE143982","esce del tutto dal deliverable"
"GSE144852","esce del tutto dal deliverable"
"GSE145141","esce del tutto dal deliverable"
"GSE145505","esce del tutto dal deliverable"
"GSE145842","esce del tutto dal deliverable"
"GSE145896","esce del tutto dal deliverable"
"GSE146095","esce del tutto dal deliverable"
"GSE147283","esce del tutto dal deliverable"
"GSE147493","esce del tutto dal deliverable"
"GSE148656","esce del tutto dal deliverable"
"GSE148806","esce del tutto dal deliverable"
"GSE148862","esce del tutto dal deliverable"
"GSE148919","esce del tutto dal deliverable"
"GSE151610","esce del tutto dal deliverable"
"GSE151631","esce del tutto dal deliverable"
"GSE151854","esce del tutto dal deliverable"
"GSE152705","esce del tutto dal deliverable"
"GSE152816","esce del tutto dal deliverable"
"GSE153277","esce del tutto dal deliverable"
"GSE153659","esce del tutto dal deliverable"
"GSE154339","esce del tutto dal deliverable"
"GSE154926","esce del tutto dal deliverable"
"GSE155498","esce del tutto dal deliverable"
"GSE155918","esce del tutto dal deliverable"
"GSE156900","esce del tutto dal deliverable"
"GSE157086","esce del tutto dal deliverable"
"GSE157927","esce del tutto dal deliverable"
"GSE158765","esce del tutto dal deliverable"
"GSE159487","esce del tutto dal deliverable"
"GSE159851","esce del tutto dal deliverable"
"GSE159894","esce del tutto dal deliverable"
"GSE159984","esce del tutto dal deliverable"
"GSE161176","esce del tutto dal deliverable"
"GSE161281","esce del tutto dal deliverable"
"GSE161283","esce del tutto dal deliverable"
"GSE163539","esce del tutto dal deliverable"
"GSE164264","esce del tutto dal deliverable"
"GSE164933","esce del tutto dal deliverable"
"GSE165246","esce del tutto dal deliverable"
"GSE165461","esce del tutto dal deliverable"
"GSE165548","esce del tutto dal deliverable"
"GSE166268","esce del tutto dal deliverable"
"GSE166617","esce del tutto dal deliverable"
"GSE168527","esce del tutto dal deliverable"
"GSE168705","esce del tutto dal deliverable"
"GSE169241","esce del tutto dal deliverable"
"GSE172544","esce del tutto dal deliverable"
"GSE173735","esce del tutto dal deliverable"
"GSE174244","esce del tutto dal deliverable"
"GSE175615","esce del tutto dal deliverable"
"GSE175988","esce del tutto dal deliverable"
"GSE176123","esce del tutto dal deliverable"
"GSE178518","esce del tutto dal deliverable"
"GSE178807","esce del tutto dal deliverable"
"GSE179354","esce del tutto dal deliverable"
"GSE179987","esce del tutto dal deliverable"
"GSE180233","esce del tutto dal deliverable"
"GSE180467","esce del tutto dal deliverable"
"GSE181238","esce del tutto dal deliverable"
"GSE181586","esce del tutto dal deliverable"
"GSE182278","esce del tutto dal deliverable"
"GSE182955","esce del tutto dal deliverable"
"GSE183777","esce del tutto dal deliverable"
"GSE183850","esce del tutto dal deliverable"
"GSE183999","esce del tutto dal deliverable"
"GSE184336","esce del tutto dal deliverable"
"GSE184455","esce del tutto dal deliverable"
"GSE186239","esce del tutto dal deliverable"
"GSE186402","esce del tutto dal deliverable"
"GSE188717","esce del tutto dal deliverable"
"GSE189186","esce del tutto dal deliverable"
"GSE189212","esce del tutto dal deliverable"
"GSE190850","esce del tutto dal deliverable"
"GSE191034","esce del tutto dal deliverable"
"GSE191165","esce del tutto dal deliverable"
"GSE191257","esce del tutto dal deliverable"
"GSE192741","esce del tutto dal deliverable"
"GSE195663","esce del tutto dal deliverable"
"GSE195919","esce del tutto dal deliverable"
"GSE196387","esce del tutto dal deliverable"
"GSE196453","esce del tutto dal deliverable"
"GSE196464","esce del tutto dal deliverable"
"GSE197143","esce del tutto dal deliverable"
"GSE197346","esce del tutto dal deliverable"
"GSE197602","esce del tutto dal deliverable"
"GSE198248","esce del tutto dal deliverable"
"GSE198434","esce del tutto dal deliverable"
"GSE198449","esce del tutto dal deliverable"
"GSE199906","esce del tutto dal deliverable"
"GSE201021","esce del tutto dal deliverable"
"GSE201365","esce del tutto dal deliverable"
"GSE201955","esce del tutto dal deliverable"
"GSE202963","esce del tutto dal deliverable"
"GSE204919","esce del tutto dal deliverable"
"GSE205729","esce del tutto dal deliverable"
"GSE206185","esce del tutto dal deliverable"
"GSE206649","esce del tutto dal deliverable"
"GSE206677","esce del tutto dal deliverable"
"GSE208331","esce del tutto dal deliverable"
"GSE208405","esce del tutto dal deliverable"
"GSE208550","esce del tutto dal deliverable"
"GSE211468","esce del tutto dal deliverable"
"GSE211850","esce del tutto dal deliverable"
"GSE211868","esce del tutto dal deliverable"
"GSE214475","esce del tutto dal deliverable"
"GSE214715","esce del tutto dal deliverable"
"GSE216043","esce del tutto dal deliverable"
"GSE216561","esce del tutto dal deliverable"
"GSE216613","esce del tutto dal deliverable"
"GSE216837","esce del tutto dal deliverable"
"GSE217012","esce del tutto dal deliverable"
"GSE217234","esce del tutto dal deliverable"
"GSE217452","esce del tutto dal deliverable"
"GSE218451","esce del tutto dal deliverable"
"GSE219191","esce del tutto dal deliverable"
"GSE221103","esce del tutto dal deliverable"
"GSE221860","esce del tutto dal deliverable"
"GSE221861","esce del tutto dal deliverable"
"GSE222117","esce del tutto dal deliverable"
"GSE222221","esce del tutto dal deliverable"
"GSE222284","esce del tutto dal deliverable"
"GSE222298","esce del tutto dal deliverable"
"GSE223201","esce del tutto dal deliverable"
"GSE223688","esce del tutto dal deliverable"
"GSE224973","esce del tutto dal deliverable"
"GSE225206","esce del tutto dal deliverable"
"GSE225375","esce del tutto dal deliverable"
"GSE226045","esce del tutto dal deliverable"
"GSE226151","esce del tutto dal deliverable"
"GSE226664","esce del tutto dal deliverable"
"GSE227737","esce del tutto dal deliverable"
"GSE227871","esce del tutto dal deliverable"
"GSE228234","esce del tutto dal deliverable"
"GSE228269","esce del tutto dal deliverable"
"GSE229026","esce del tutto dal deliverable"
"GSE229398","esce del tutto dal deliverable"
"GSE229600","esce del tutto dal deliverable"
"GSE230362","esce del tutto dal deliverable"
"GSE230741","esce del tutto dal deliverable"
"GSE232034","esce del tutto dal deliverable"
"GSE232390","esce del tutto dal deliverable"
"GSE233425","esce del tutto dal deliverable"
"GSE233494","esce del tutto dal deliverable"
"GSE233732","esce del tutto dal deliverable"
"GSE233900","esce del tutto dal deliverable"
"GSE234170","esce del tutto dal deliverable"
"GSE234795","esce del tutto dal deliverable"
"GSE235210","esce del tutto dal deliverable"
"GSE235401","esce del tutto dal deliverable"
"GSE235462","esce del tutto dal deliverable"
"GSE235768","esce del tutto dal deliverable"
"GSE236253","esce del tutto dal deliverable"
"GSE236939","esce del tutto dal deliverable"
"GSE237059","esce del tutto dal deliverable"
"GSE237845","esce del tutto dal deliverable"
"GSE237960","esce del tutto dal deliverable"
"GSE240167","esce del tutto dal deliverable"
"GSE240364","esce del tutto dal deliverable"
"GSE240369","esce del tutto dal deliverable"
"GSE240370","esce del tutto dal deliverable"
"GSE240567","esce del tutto dal deliverable"
"GSE240928","esce del tutto dal deliverable"
"GSE241565","esce del tutto dal deliverable"
"GSE241715","esce del tutto dal deliverable"
"GSE242333","esce del tutto dal deliverable"
"GSE242759","esce del tutto dal deliverable"
"GSE243329","esce del tutto dal deliverable"
"GSE244484","esce del tutto dal deliverable"
"GSE244930","esce del tutto dal deliverable"
"GSE245624","esce del tutto dal deliverable"
"GSE247237","esce del tutto dal deliverable"
"GSE247777","esce del tutto dal deliverable"
"GSE249138","esce del tutto dal deliverable"
"GSE250050","esce del tutto dal deliverable"
"GSE251766","esce del tutto dal deliverable"
"GSE252425","esce del tutto dal deliverable"
"GSE252575","esce del tutto dal deliverable"
"GSE252600","esce del tutto dal deliverable"
"GSE256492","esce del tutto dal deliverable"
"GSE260507","esce del tutto dal deliverable"
"GSE262746","esce del tutto dal deliverable"
"GSE263134","esce del tutto dal deliverable"
"GSE263462","esce del tutto dal deliverable"
"GSE264373","esce del tutto dal deliverable"
"GSE267662","esce del tutto dal deliverable"
"GSE48843","esce del tutto dal deliverable"
"GSE58910","esce del tutto dal deliverable"
"GSE59233","esce del tutto dal deliverable"
"GSE59275","esce del tutto dal deliverable"
"GSE59841","esce del tutto dal deliverable"
"GSE62241","esce del tutto dal deliverable"
"GSE64553","esce del tutto dal deliverable"
"GSE64810","esce del tutto dal deliverable"
"GSE66539","esce del tutto dal deliverable"
"GSE70544","esce del tutto dal deliverable"
"GSE72820","esce del tutto dal deliverable"
"GSE73708","esce del tutto dal deliverable"
"GSE76404","esce del tutto dal deliverable"
"GSE78801","esce del tutto dal deliverable"
"GSE80183","esce del tutto dal deliverable"
"GSE80366","esce del tutto dal deliverable"
"GSE86190","esce del tutto dal deliverable"
"GSE89475","esce del tutto dal deliverable"
"GSE89775","esce del tutto dal deliverable"
"GSE89917","esce del tutto dal deliverable"
"GSE92852","esce del tutto dal deliverable"
"GSE93996","esce del tutto dal deliverable"
"GSE94013","esce del tutto dal deliverable"
"GSE94150","esce del tutto dal deliverable"
"GSE95078","esce del tutto dal deliverable"
"GSE98431","esce del tutto dal deliverable"
"GSE99536","esce del tutto dal deliverable"
"GSE99621","esce del tutto dal deliverable"
"GSE99641","esce del tutto dal deliverable"
