"cluster_id","key","ruolo","contrast_entity","contrast_direction","contrast_control_key","k","n_studies","level"
"cgroup_L5_a8ff7b6d","STR:atra||gain","vincente","STR:atra","gain","vehicle_untreated",9,9,5
"cgroup_L5_a90d3d64","STR:sikras||gain","vincente","STR:sikras","gain","sicontrol",5,5,5
"cgroup_L5_aa505132","CHEBI:85164||gain","vincente","CHEBI:85164","gain","vehicle_untreated",4,4,5
"cgroup_L5_aa8c1d6d","CHEBI:230508||gain","vincente","CHEBI:230508","gain","vehicle_untreated",9,9,5
"cgroup_L5_aad8ed47","COMBO:taz+yap||block","vincente","COMBO:taz+yap","block","control sirna",3,3,5
"cgroup_L5_aaecff07","STR:biliary_atresia||gain","vincente","STR:biliary_atresia","gain","vehicle_untreated",3,3,5
"cgroup_L5_ae11259e","CHEBI:71200||gain","vincente","CHEBI:71200","gain","vehicle_untreated",5,5,5
"cgroup_L5_ae969461","CHEBI:47458||gain","vincente","CHEBI:47458","gain","vehicle_untreated",3,3,5
"cgroup_L5_aecd610f","STR:schizophrenia||gain","vincente","STR:schizophrenia","gain","vehicle_untreated",15,15,5
"cgroup_L5_af2c15aa","CHEBI:90693||gain","vincente","CHEBI:90693","gain","vehicle_untreated",4,4,5
"cgroup_L5_af782291","CHEBI:81571||gain","vincente","CHEBI:81571","gain","vehicle_untreated",3,3,5
"cgroup_L5_af8f3547","STR:rhinovirus||gain","vincente","STR:rhinovirus","gain","vehicle_untreated",3,3,5
"cgroup_L5_b0066299","STR:keloid||gain","vincente","STR:keloid","gain","vehicle_untreated",10,10,5
"cgroup_L5_b0e8388e","HGNC:11768||gain","vincente","HGNC:11768","gain","vehicle_untreated",4,4,5
"cgroup_L5_b1c1f147","CHEMBL:CHEMBL4650278||gain","vincente","CHEMBL:CHEMBL4650278","gain","vehicle_untreated",3,3,5
"cgroup_L5_b2645a34","CHEMBL:CHEMBL1201577||gain","vincente","CHEMBL:CHEMBL1201577","gain","vehicle_untreated",4,4,5
"cgroup_L5_b2affd22","MeSH:D011225||gain","vincente","MeSH:D011225","gain","vehicle_untreated",9,9,5
"cgroup_L5_b32ab7f6","HGNC:5981||gain","vincente","HGNC:5981","gain","vehicle_untreated",12,12,5
"cgroup_L5_b3bbf8e4","CHEBI:125628||gain","vincente","CHEBI:125628","gain","vehicle_untreated",3,3,5
"cgroup_L5_b3ccf1c1","CHEBI:49960||gain","vincente","CHEBI:49960","gain","vehicle_untreated",3,3,5
"cgroup_L5_b45f7252","CHEBI:142708||gain","vincente","CHEBI:142708","gain","vehicle_untreated",3,3,5
"cgroup_L5_b5db4aff","CHEBI:229764||gain","vincente","CHEBI:229764","gain","vehicle_untreated",5,5,5
"cgroup_L5_b6b8bc00","CHEBI:85993||gain","vincente","CHEBI:85993","gain","vehicle_untreated",26,26,5
"cgroup_L5_b71a25a2","CHEBI:137113||gain","vincente","CHEBI:137113","gain","vehicle_untreated",41,41,5
"cgroup_L5_b80b0368","CHEBI:6704||gain","vincente","CHEBI:6704","gain","vehicle_untreated",3,3,5
"cgroup_L5_b837242a","STR:cocl2||gain","vincente","STR:cocl2","gain","vehicle_untreated",3,3,5
"cgroup_L5_b8bc334a","CHEBI:79369||gain","vincente","CHEBI:79369","gain","vehicle_untreated",3,3,5
"cgroup_L5_b967c97c","CHEBI:195599||gain","vincente","CHEBI:195599","gain","vehicle_untreated",4,4,5
"cgroup_L5_b9921e6e","HGNC:3430||gain","vincente","HGNC:3430","gain","vehicle_untreated",3,3,5
"cgroup_L5_b9c77320","NCBITaxon:11676||gain","vincente","NCBITaxon:11676","gain","vehicle_untreated",6,6,5
"cgroup_L5_b9e7806c","CHEBI:143122||gain","vincente","CHEBI:143122","gain","vehicle_untreated",7,7,5
"cgroup_L5_ba4af011","STR:irradiation||gain","vincente","STR:irradiation","gain","vehicle_untreated",7,7,5
"cgroup_L5_bb8cb388","STR:endometriosis||gain","vincente","STR:endometriosis","gain","vehicle_untreated",9,9,5
"cgroup_L5_bd19fe42","MeSH:D006528||gain","vincente","MeSH:D006528","gain","vehicle_untreated",11,11,5
"cgroup_L5_bd40f34f","HGNC:5977||gain","vincente","HGNC:5977","gain","vehicle_untreated",4,4,5
"cgroup_L5_be15b706","HGNC:5973||gain","vincente","HGNC:5973","gain","vehicle_untreated",15,15,5
"cgroup_L5_be3d65c3","MeSH:D010634||gain","vincente","MeSH:D010634","gain","vehicle_untreated",3,3,5
"cgroup_L5_bfeacf75","MeSH:D016889||gain","vincente","MeSH:D016889","gain","vehicle_untreated",3,3,5
"cgroup_L5_bff799ca","HGNC:1101||gain","vincente","HGNC:1101","gain","wild type",3,3,5
"cgroup_L5_c040a36d","MeSH:D002292||gain","vincente","MeSH:D002292","gain","vehicle_untreated",5,5,5
"cgroup_L5_c054e202","CHEBI:9168||gain","vincente","CHEBI:9168","gain","vehicle_untreated",8,8,5
"cgroup_L5_c0d1d837","CHEBI:68534||gain","vincente","CHEBI:68534","gain","vehicle_untreated",29,29,5
"cgroup_L5_c13b1103","MeSH:D065626||gain","vincente","MeSH:D065626","gain","vehicle_untreated",5,5,5
"cgroup_L5_c2cce144","STR:multiple_myeloma||gain","vincente","STR:multiple_myeloma","gain","vehicle_untreated_liquid",3,3,5
"cgroup_L5_c3ae78cd","MeSH:D003424||gain","vincente","MeSH:D003424","gain","vehicle_untreated",16,16,5
"cgroup_L5_c4640631","MeSH:D011471||gain","vincente","MeSH:D011471","gain","vehicle_untreated",6,6,5
"cgroup_L5_c548d053","CHEBI:16412||gain","vincente","CHEBI:16412","gain","vehicle_untreated",50,50,5
"cgroup_L5_c5c72bba","CHEBI:189651||gain","vincente","CHEBI:189651","gain","vehicle_untreated",3,3,5
"cgroup_L5_c5e86fe9","CHEBI:83766||gain","vincente","CHEBI:83766","gain","vehicle_untreated",15,15,5
"cgroup_L5_c669863b","MeSH:D001749||gain","vincente","MeSH:D001749","gain","vehicle_untreated",3,3,5
"cgroup_L5_c860712d","STR:cystic_fibrosis||gain","vincente","STR:cystic_fibrosis","gain","vehicle_untreated",7,7,5
"cgroup_L5_c99ed4ee","MeSH:D010051||gain","vincente","MeSH:D010051","gain","vehicle_untreated",5,5,5
"cgroup_L5_cacf5d1a","STR:f_nucleatum||gain","vincente","STR:f_nucleatum","gain","vehicle_untreated",3,3,5
"cgroup_L5_cbc935db","CHEBI:61076||gain","vincente","CHEBI:61076","gain","vehicle_untreated",5,5,5
"cgroup_L5_cf34c533","CHEBI:46742||gain","vincente","CHEBI:46742","gain","vehicle_untreated",5,5,5
"cgroup_L5_cfad03a8","STR:hepatoblastoma||gain","vincente","STR:hepatoblastoma","gain","vehicle_untreated",5,5,5
"cgroup_L5_d28620cd","CHEBI:15738||gain","vincente","CHEBI:15738","gain","vehicle_untreated",3,3,5
"cgroup_L5_d2c64672","CHEBI:61080||gain","vincente","CHEBI:61080","gain","vehicle_untreated",6,6,5
"cgroup_L5_d411c435","CHEBI:29699||gain","vincente","CHEBI:29699","gain","vehicle_untreated",6,6,5
"cgroup_L5_d53bf74e","MeSH:D008224||gain","vincente","MeSH:D008224","gain","vehicle_untreated",3,3,5
"cgroup_L5_d5e39a5d","STR:sarcopenia||gain","vincente","STR:sarcopenia","gain","vehicle_untreated",4,4,5
"cgroup_L5_d5e79c9e","STR:diseased||gain","vincente","STR:diseased","gain","vehicle_untreated",3,3,5
"cgroup_L5_d631ee89","HGNC:6011||gain","vincente","HGNC:6011","gain","vehicle_untreated",4,4,5
"cgroup_L5_d693cf88","HGNC:30743||gain","vincente","HGNC:30743","gain","vehicle_untreated",3,3,5
"cgroup_L5_d6fad784","STR:myotonic_dystrophy_type_1||gain","vincente","STR:myotonic_dystrophy_type_1","gain","vehicle_untreated",3,3,5
"cgroup_L5_d7abf612","CHEBI:28201||gain","vincente","CHEBI:28201","gain","vehicle_untreated",3,3,5
"cgroup_L5_d7ad915e","CHEBI:39867||gain","vincente","CHEBI:39867","gain","vehicle_untreated",8,8,5
"cgroup_L5_d8006c5b","CHEBI:31941||gain","vincente","CHEBI:31941","gain","vehicle_untreated",4,4,5
"cgroup_L5_d800c4f2","CHEBI:45716||gain","vincente","CHEBI:45716","gain","vehicle_untreated",7,7,5
"cgroup_L5_d9e23e09","HGNC:11892||gain","vincente","HGNC:11892","gain","vehicle_untreated",41,41,5
"cgroup_L5_dc7451b1","CHEBI:230493||gain","vincente","CHEBI:230493","gain","vehicle_untreated",8,8,5
"cgroup_L5_dcce160a","CHEBI:41977||gain","vincente","CHEBI:41977","gain","vehicle_untreated",5,5,5
"cgroup_L5_dcfcec80","CHEBI:78432||gain","vincente","CHEBI:78432","gain","vehicle_untreated",3,3,5
"cgroup_L5_dd2a13de","STR:idiopathic_pulmonary_fibrosis||gain","vincente","STR:idiopathic_pulmonary_fibrosis","gain","vehicle_untreated",7,7,5
"cgroup_L5_dd2a1a58","STR:heart_failure||gain","vincente","STR:heart_failure","gain","vehicle_untreated",6,6,5
"cgroup_L5_dde29fb4","CHEBI:16240||gain","vincente","CHEBI:16240","gain","vehicle_untreated",20,20,5
"cgroup_L5_debadb13","NCBITaxon:10407||gain","vincente","NCBITaxon:10407","gain","vehicle_untreated",4,4,5
"cgroup_L5_df599af1","STR:sepsis||gain","vincente","STR:sepsis","gain","vehicle_untreated",7,7,5
"cgroup_L5_e0c9a685","MeSH:D003876||gain","vincente","MeSH:D003876","gain","vehicle_untreated",3,3,5
"cgroup_L5_e0fdea29","STR:sr2211||gain","vincente","STR:sr2211","gain","vehicle_untreated",3,3,5
"cgroup_L5_e135d758","CHEMBL:CHEMBL2107881||gain","vincente","CHEMBL:CHEMBL2107881","gain","vehicle_untreated",4,4,5
"cgroup_L5_e16bfa7f","CHEMBL:CHEMBL4297454||gain","vincente","CHEMBL:CHEMBL4297454","gain","vehicle_untreated",3,3,5
"cgroup_L5_e17c136b","CHEBI:145535||gain","vincente","CHEBI:145535","gain","vehicle_untreated",4,4,5
"cgroup_L5_e25d67cf","NCBITaxon:12814||gain","vincente","NCBITaxon:12814","gain","vehicle_untreated",4,4,5
"cgroup_L5_e294a3bc","CHEBI:49852||gain","vincente","CHEBI:49852","gain","vehicle_untreated",5,5,5
"cgroup_L5_e7eebebd","STR:steatotic||gain","vincente","STR:steatotic","gain","vehicle_untreated",3,3,5
"cgroup_L5_ea4a1823","CHEBI:22984||gain","vincente","CHEBI:22984","gain","vehicle_untreated",3,3,5
"cgroup_L5_ead098cd","STR:stroke||gain","vincente","STR:stroke","gain","vehicle_untreated",3,3,5
"cgroup_L5_eb5e1e65","CHEBI:41879||gain","vincente","CHEBI:41879","gain","vehicle_untreated",20,20,5
"cgroup_L5_eba39954","MeSH:D000074285||gain","vincente","MeSH:D000074285","gain","non smoker",5,5,5
"cgroup_L5_ebd83cd1","CHEBI:42068||gain","vincente","CHEBI:42068","gain","vehicle_untreated",3,3,5
"cgroup_L5_edc8e828","CHEBI:95083||gain","vincente","CHEBI:95083","gain","vehicle_untreated",3,3,5
"cgroup_L5_ee94648c","NCBITaxon:562||gain","vincente","NCBITaxon:562","gain","vehicle_untreated",6,6,5
"cgroup_L5_eedd08cb","STR:sirna_pool_against_igf2bp1||block","vincente","STR:sirna_pool_against_igf2bp1","block","control sirna",4,4,5
"cgroup_L5_ef9b09df","CHEBI:167693||gain","vincente","CHEBI:167693","gain","vehicle_untreated",5,5,5
"cgroup_L5_efced505","CHEBI:38940||gain","vincente","CHEBI:38940","gain","vehicle_untreated",11,11,5
"cgroup_L5_f01e9f74","CHEBI:233643||gain","vincente","CHEBI:233643","gain","vehicle_untreated",3,3,5
"cgroup_L5_f2139c4f","CHEBI:94287||gain","vincente","CHEBI:94287","gain","vehicle_untreated",3,3,5
"cgroup_L5_f2481870","CHEMBL:CHEMBL2022968||gain","vincente","CHEMBL:CHEMBL2022968","gain","vehicle_untreated",3,3,5
"cgroup_L5_f25af0a2","HGNC:3676||gain","vincente","HGNC:3676","gain","vehicle_untreated",3,3,5
"cgroup_L5_f29dd3b3","MeSH:D001172||gain","vincente","MeSH:D001172","gain","vehicle_untreated",7,7,5
"cgroup_L5_f2f8d3ac","MeSH:D006519||gain","vincente","MeSH:D006519","gain","vehicle_untreated",3,3,5
"cgroup_L5_f34ff8df","CHEBI:4911||gain","vincente","CHEBI:4911","gain","vehicle_untreated",13,13,5
"cgroup_L5_f44b01e2","CHEBI:230905||gain","vincente","CHEBI:230905","gain","vehicle_untreated",4,4,5
"cgroup_L5_f51ff620","STR:asthmatic||gain","vincente","STR:asthmatic","gain","vehicle_untreated",4,4,5
"cgroup_L5_f56d966d","CHEMBL:CHEMBL2177390||gain","vincente","CHEMBL:CHEMBL2177390","gain","vehicle_untreated",4,4,5
"cgroup_L5_f640365a","CHEBI:50385||gain","vincente","CHEBI:50385","gain","vehicle_untreated",4,4,5
"cgroup_L5_f832048f","MeSH:D001943||gain","vincente","MeSH:D001943","gain","vehicle_untreated",6,6,5
"cgroup_L5_f94b6180","CHEBI:379896||gain","vincente","CHEBI:379896","gain","vehicle_untreated",26,26,5
"cgroup_L5_f956ef98","CHEBI:28119||gain","vincente","CHEBI:28119","gain","vehicle_untreated",7,7,5
"cgroup_L5_f9769fd6","CHEBI:230495||gain","vincente","CHEBI:230495","gain","vehicle_untreated",3,3,5
"cgroup_L5_f97e50de","CHEBI:64310||gain","vincente","CHEBI:64310","gain","vehicle_untreated",11,11,5
"cgroup_L5_f97e665a","CHEBI:39112||gain","vincente","CHEBI:39112","gain","vehicle_untreated",6,6,5
"cgroup_L5_f9cc41b3","STR:vtp50469||gain","vincente","STR:vtp50469","gain","vehicle_untreated",3,3,5
"cgroup_L5_fa0ee5b4","STR:glioblastoma||gain","vincente","STR:glioblastoma","gain","vehicle_untreated",6,6,5
"cgroup_L5_fbcdc471","MeSH:D002311||gain","vincente","MeSH:D002311","gain","vehicle_untreated",3,3,5
"cgroup_L5_fd0c6a79","CHEBI:68647||gain","vincente","CHEBI:68647","gain","vehicle_untreated",5,5,5
"cgroup_L5_fde7b89b","CHEBI:2704||gain","vincente","CHEBI:2704","gain","vehicle_untreated",3,3,5
"cgroup_L5_fea19ca0","HGNC:5434||gain","vincente","HGNC:5434","gain","vehicle_untreated",4,4,5
"cgroup_L5_ff04c7c1","CHEBI:4167||loss","vincente","CHEBI:4167","loss","vehicle_untreated",4,4,5
"cgroup_L5_ff45f67e","COMBO:ionomycin+pma||gain","vincente","COMBO:ionomycin+pma","gain","vehicle_untreated",5,5,5
"cgroup_L5_ff78d2a8","CHEBI:15365||gain","vincente","CHEBI:15365","gain","vehicle_untreated",5,5,5
