"cluster_id","anchor_key","k","n_total","studies_in_cluster","canonical_name","contrast_entity","contrast_direction","contrast_control_key","contrast_entity_source","entita_canonica","fonte_risoluzione","fiducia"
"cgroup_L5_b772b784","COMBO:atl-dc+resiquimod||gain||pretx",1,23,"GSE237562","resiquimod","COMBO:atl-dc+resiquimod","gain","pretx","COMBO","COMBO:atl-dc+resiquimod","GIA_CANONICO","nessuna"
"cgroup_L5_b778ff94","STR:wounding||gain||not wounded",1,12,"GSE127696","wounding","STR:wounding","gain","not wounded","anchor","STR:wounding","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b77aa805","STR:2_conidia_a_fumigatus||gain||vehicle_untreated",1,6,"GSE191240","Aspergillus fumigatus","STR:2_conidia_a_fumigatus","gain","vehicle_untreated","STR","STR:2_conidia_a_fumigatus","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b7908554","STR:smj_caf||gain||vehicle_untreated",1,2,"GSE192912","hepatocellular carcinoma","STR:smj_caf","gain","vehicle_untreated","STR","STR:smj_caf","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b7945ed8","STR:usp36_knockdown||block||vehicle_untreated",1,5,"GSE125440","FCHO1","STR:usp36_knockdown","block","vehicle_untreated","STR","STR:usp36_knockdown","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b7a57f5e","STR:hepatitis_c||gain||vehicle_untreated",1,5,"GSE213705","Cytomegalovirus","STR:hepatitis_c","gain","vehicle_untreated","STR","STR:hepatitis_c","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b7a78056","COMBO:sictr+tnfalpha||gain||sictr",1,11,"GSE110386","TNF","COMBO:sictr+tnfalpha","gain","sictr","COMBO","COMBO:sictr+tnfalpha","GIA_CANONICO","nessuna"
"cgroup_L5_b7a78de4","STR:zip7_sirna_1||block||nontargeting control sirna",1,5,"GSE155437","zinc transporter ZIP7","STR:zip7_sirna_1","block","nontargeting control sirna","STR","STR:zip7_sirna_1","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b7b8c334","STR:lynch_syndrome||gain||mss",1,9,"GSE146889","Colorectal Neoplasms, Hereditary Nonpolyposis","STR:lynch_syndrome","gain","mss","STR","STR:lynch_syndrome","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b7c5e142","MeSH:D012512||gain||cic dux sarcoma",1,6,"GSE165032","Sarcoma, Ewing","MeSH:D012512","gain","cic dux sarcoma","onto","MeSH:D012512","GIA_CANONICO","nessuna"
"cgroup_L5_b7d675d0","STR:52_6_kg_m_obese||gain||lean",1,13,"GSE110729",NA,"STR:52_6_kg_m_obese","gain","lean","STR","STR:52_6_kg_m_obese","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b7e91cdb","MeSH:D013274||gain||iiia+vehicle_untreated",1,25,"GSE184336","gastric cancer","MeSH:D013274","gain","iiia+vehicle_untreated","onto","MeSH:D013274","GIA_CANONICO","nessuna"
"cgroup_L5_b7ecfb86","COMBO:e2a+tcf3||gain||vehicle_untreated",1,2,"GSE43834","TCF3","COMBO:e2a+tcf3","gain","vehicle_untreated","COMBO","COMBO:e2a+tcf3","GIA_CANONICO","nessuna"
"cgroup_L5_b80b0368","CHEBI:6704||gain||vehicle_untreated",3,15,"GSE134045;GSE209824;GSE252740","mebendazole","CHEBI:6704","gain","vehicle_untreated","onto","CHEBI:6704","GIA_CANONICO","nessuna"
"cgroup_L5_b817c525","STR:10_mg_kg_t07||gain||vehicle_untreated",1,5,"GSE197068","Dabrafenib","STR:10_mg_kg_t07","gain","vehicle_untreated","STR","STR:10_mg_kg_t07","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b81ca80b","STR:sinrav||gain||sinc",1,2,"GSE145371","lung cancer","STR:sinrav","gain","sinc","STR","STR:sinrav","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b827c60b","STR:crohn_s||gain||nc",1,107,"GSE230524","Crohn's disease","STR:crohn_s","gain","nc","STR","STR:crohn_s","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b827e5fe","CHEBI:34823||gain||vehicle_untreated",1,22,"GSE242782","Linopirdine","CHEBI:34823","gain","vehicle_untreated","onto","CHEBI:34823","GIA_CANONICO","nessuna"
"cgroup_L5_b837242a","STR:cocl2||gain||vehicle_untreated",3,13,"GSE190240;GSE199278;GSE227379","cobalt chloride","STR:cocl2","gain","vehicle_untreated","STR","STR:cocl2","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8400029","STR:dlx3_48h||gain||vehicle_untreated",1,2,"GSE67713","DLGAP2","STR:dlx3_48h","gain","vehicle_untreated","STR","STR:dlx3_48h","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b841fee6","STR:ptsd_risk||gain||vehicle_untreated_ownbase",1,72,"GSE64813","Post-traumatic stress disorder","STR:ptsd_risk","gain","vehicle_untreated_ownbase","STR","STR:ptsd_risk","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b84380d0","STR:sns032||gain||vehicle_untreated",1,6,"GSE205363","SNS032","STR:sns032","gain","vehicle_untreated","STR","STR:sns032","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b84cc79c","STR:aged_diseased||gain||vehicle_untreated",1,30,"GSE104704","Alzheimer's disease","STR:aged_diseased","gain","vehicle_untreated","STR","STR:aged_diseased","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b850724b","STR:siesr1||gain||non targeting control sirna",1,12,"GSE153250","Estrogen Receptor alpha","STR:siesr1","gain","non targeting control sirna","STR","STR:siesr1","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b854051a","STR:amuc_0904||gain||buffer",1,5,"GSE266220","amuc_0904","STR:amuc_0904","gain","buffer","STR","STR:amuc_0904","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b85baea7","CHEMBL:CHEMBL96051||gain||vehicle_untreated",1,17,"GSE199800","SCRIPTAID","CHEMBL:CHEMBL96051","gain","vehicle_untreated","onto","CHEMBL:CHEMBL96051","GIA_CANONICO","nessuna"
"cgroup_L5_b864d5b6","STR:contact_inhibition_960h||block||vehicle_untreated",1,12,"GSE179848","contact inhibition","STR:contact_inhibition_960h","block","vehicle_untreated","STR","STR:contact_inhibition_960h","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b867030f","STR:mstrg_4401_1_dbd||gain||wild type",1,9,"GSE229846","PIK3R2","STR:mstrg_4401_1_dbd","gain","wild type","STR","STR:mstrg_4401_1_dbd","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b867d482","STR:arm165||gain||vehicle_untreated",1,16,"GSE260759","gilteritinib","STR:arm165","gain","vehicle_untreated","STR","STR:arm165","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8689f33","HGNC:17997||gain||vehicle_untreated",1,23,"GSE178907","IDI1","HGNC:17997","gain","vehicle_untreated","onto","HGNC:17997","GIA_CANONICO","nessuna"
"cgroup_L5_b8718129","STR:differentiation_to_stage_7_pancreatic_islets||gain||vehicle_untreated",1,9,"GSE221383",NA,"STR:differentiation_to_stage_7_pancreatic_islets","gain","vehicle_untreated","STR","STR:differentiation_to_stage_7_pancreatic_islets","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b874dacb","HGNC:8086||block||wild type",1,3,"GSE113363","OAS1","HGNC:8086","block","wild type","onto","HGNC:8086","GIA_CANONICO","nessuna"
"cgroup_L5_b88548e9","STR:acute_preterm_nec||gain||bowel obstruction",1,4,"GSE64801","inflammatory bowel disease","STR:acute_preterm_nec","gain","bowel obstruction","STR","STR:acute_preterm_nec","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b888f115","COMBO:abbv075+epz||gain||vehicle_untreated",1,8,"GSE208774","MIVEBRESIB","COMBO:abbv075+epz","gain","vehicle_untreated","COMBO","COMBO:abbv075+epz","GIA_CANONICO","nessuna"
"cgroup_L5_b8896af6","STR:si_zfpm2_as3||gain||si nc",1,3,"GSE235268","ZFPM2-AS1","STR:si_zfpm2_as3","gain","si nc","STR","STR:si_zfpm2_as3","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b889e1f6","MeSH:D020388||gain||vehicle_untreated",1,20,"GSE86356","Duchenne muscular dystrophy","MeSH:D020388","gain","vehicle_untreated","onto","MeSH:D020388","GIA_CANONICO","nessuna"
"cgroup_L5_b88a854c","STR:serum_mice_dss_induced_colitis||gain||mouse serum_liquid",1,2,"GSE137173","dextran sulfate sodium","STR:serum_mice_dss_induced_colitis","gain","mouse serum_liquid","STR","STR:serum_mice_dss_induced_colitis","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8902f6c","COMBO:interferon+pd-l1||block||control scrambled sirna",1,28,"GSE199107","1-(β-<small>D</small>-galactosyl)-2-(2-hydroxyacyl)sphingosine","COMBO:interferon+pd-l1","block","control scrambled sirna","COMBO","COMBO:interferon+pd-l1","GIA_CANONICO","nessuna"
"cgroup_L5_b8904cde","STR:shbap1||gain||shgfp",1,9,"GSE110193","CPB1","STR:shbap1","gain","shgfp","STR","STR:shbap1","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8a7a90a","STR:znf706_knockdown||block||vehicle_untreated",1,6,"GSE246330","ZNF706","STR:znf706_knockdown","block","vehicle_untreated","STR","STR:znf706_knockdown","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8ae230c","STR:covid_19_bacterial_coinfection||gain||vehicle_untreated",1,14,"GSE196822","measles virus","STR:covid_19_bacterial_coinfection","gain","vehicle_untreated","STR","STR:covid_19_bacterial_coinfection","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8bc334a","CHEBI:79369||gain||vehicle_untreated",3,15,"GSE199800;GSE228261;GSE228263","elesclomol","CHEBI:79369","gain","vehicle_untreated","onto","CHEBI:79369","GIA_CANONICO","nessuna"
"cgroup_L5_b8c8034e","STR:sie_ef||gain||sirna scr",1,3,"GSE154944","Ewing sarcoma","STR:sie_ef","gain","sirna scr","STR","STR:sie_ef","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8d201df","STR:sh_mettl3||gain||sh ctl",1,2,"GSE202005",NA,"STR:sh_mettl3","gain","sh ctl","STR","STR:sh_mettl3","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8d3195f","STR:sirna_pihl||block||sirna nc",1,6,"GSE124526",NA,"STR:sirna_pihl","block","sirna nc","STR","STR:sirna_pihl","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8d347ba","STR:mir_203a_3p||gain||lentivirus infection",1,6,"GSE236983",NA,"STR:mir_203a_3p","gain","lentivirus infection","STR","STR:mir_203a_3p","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8d5eaea","STR:sgfoxo1_2||gain||sgrosa",1,6,"GSE182688","ERF","STR:sgfoxo1_2","gain","sgrosa","STR","STR:sgfoxo1_2","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8d67c80","CHEBI:73222||gain||vehicle_untreated",1,107,"GSE186509","aloin","CHEBI:73222","gain","vehicle_untreated","onto","CHEBI:73222","GIA_CANONICO","nessuna"
"cgroup_L5_b8d7764a","STR:cirmtuzumab2||gain||vehicle_untreated",1,5,"GSE108632",NA,"STR:cirmtuzumab2","gain","vehicle_untreated","STR","STR:cirmtuzumab2","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8dd2c9c","STR:after_hypoxia||gain||before+normoxia",1,9,"GSE113871","dioxygen","STR:after_hypoxia","gain","before+normoxia","STR","STR:after_hypoxia","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8dea52c","STR:ccrcc_tumor||gain||vehicle_untreated",1,17,"GSE102101","clear cell renal cell carcinoma","STR:ccrcc_tumor","gain","vehicle_untreated","STR","STR:ccrcc_tumor","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b8ecdf1d","CHEBI:131156||gain||vehicle_untreated",1,12,"GSE239335","1-acylglycerol 22:4","CHEBI:131156","gain","vehicle_untreated","onto","CHEBI:131156","GIA_CANONICO","nessuna"
"cgroup_L5_b8ef0d48","CHEBI:232547||gain||water",1,6,"GSE240393","etomoxir","CHEBI:232547","gain","water","onto","CHEBI:232547","GIA_CANONICO","nessuna"
"cgroup_L5_b8f8b199","MeSH:D000086382||gain||vehicle_untreated",1,26,"GSE211979","Mycobacterium tuberculosis","MeSH:D000086382","gain","vehicle_untreated","onto","MeSH:D000086382","GIA_CANONICO","nessuna"
"cgroup_L5_b907e15d","HGNC:7030||gain||no+vehicle_untreated",1,4,"GSE169590","methyltransferase like 1","HGNC:7030","gain","no+vehicle_untreated","onto","HGNC:7030","GIA_CANONICO","nessuna"
"cgroup_L5_b90d291f","COMBO:rbn-2397+siscr||gain||vehicle_untreated",1,7,"GSE229674","lung adenocarcinoma","COMBO:rbn-2397+siscr","gain","vehicle_untreated","COMBO","COMBO:rbn-2397+siscr","GIA_CANONICO","nessuna"
"cgroup_L5_b90d6730","STR:mirna_340||gain||vehicle_untreated",1,9,"GSE246708","MIR340","STR:mirna_340","gain","vehicle_untreated","STR","STR:mirna_340","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b925712f","STR:lin28b_inhibitor||block||vehicle_untreated",1,2,"GSE122632","LIN28B","STR:lin28b_inhibitor","block","vehicle_untreated","STR","STR:lin28b_inhibitor","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b92774e4","STR:low_grade_iipmn||loss||vehicle_untreated",1,7,"GSE210351",NA,"STR:low_grade_iipmn","loss","vehicle_untreated","STR","STR:low_grade_iipmn","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b927f150","STR:tdp_43_knockdown||block||vehicle_untreated",1,8,"GSE233588","MLX","STR:tdp_43_knockdown","block","vehicle_untreated","STR","STR:tdp_43_knockdown","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b929a882","COMBO:il25+il33+tslp||gain||vehicle_untreated",1,3,"GSE196862","IL33","COMBO:il25+il33+tslp","gain","vehicle_untreated","COMBO","COMBO:il25+il33+tslp","GIA_CANONICO","nessuna"
"cgroup_L5_b929af04","CHEBI:50749||gain||vehicle_untreated",1,12,"GSE224311","calcipotriol","CHEBI:50749","gain","vehicle_untreated","anchor","CHEBI:50749","GIA_CANONICO","nessuna"
"cgroup_L5_b92ae962","STR:3_m_hci_2509_for_24_hrs||gain||vehicle_untreated",1,4,"GSE104526","3 âµm hci-2509 for 24 hrs","STR:3_m_hci_2509_for_24_hrs","gain","vehicle_untreated","anchor","STR:3_m_hci_2509_for_24_hrs","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9324a40","CHEBI:61049||gain||scr",1,4,"GSE145960","tacrolimus (anhydrous)","CHEBI:61049","gain","scr","onto","CHEBI:61049","GIA_CANONICO","nessuna"
"cgroup_L5_b934a178","STR:jmml_ptpn11_mutated||gain||jmml other mutated",1,20,"GSE198919","PTPN11","STR:jmml_ptpn11_mutated","gain","jmml other mutated","STR","STR:jmml_ptpn11_mutated","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9388d7f","STR:mutant_p_h1047r||gain||untransduced",1,8,"GSE196311","IL4","STR:mutant_p_h1047r","gain","untransduced","STR","STR:mutant_p_h1047r","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b93b47d9","COMBO:theta+toxin||gain||vehicle_untreated",1,14,"GSE210560","Salmonella Typhimurium","COMBO:theta+toxin","gain","vehicle_untreated","COMBO","COMBO:theta+toxin","GIA_CANONICO","nessuna"
"cgroup_L5_b93ef3fb","CHEBI:2663||gain||vehicle_untreated",1,27,"GSE217421","amiodarone","CHEBI:2663","gain","vehicle_untreated","onto","CHEBI:2663","GIA_CANONICO","nessuna"
"cgroup_L5_b9552fff","STR:second_infection||gain||uninfected",1,10,"GSE172450","Mycobacterium tuberculosis","STR:second_infection","gain","uninfected","STR","STR:second_infection","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9617909","CHEBI:52221||gain||vehicle_untreated",1,18,"GSE199800","isothiocyanate","CHEBI:52221","gain","vehicle_untreated","anchor","CHEBI:52221","GIA_CANONICO","nessuna"
"cgroup_L5_b967c97c","CHEBI:195599||gain||vehicle_untreated",4,56,"GSE102045;GSE180761;GSE184779;GSE229116","CH-223191","CHEBI:195599","gain","vehicle_untreated","anchor","CHEBI:195599","GIA_CANONICO","nessuna"
"cgroup_L5_b96b3a54","CHEBI:29865||gain||vehicle_untreated",1,16,"GSE239797","<small>D</small>-prolinate","CHEBI:29865","gain","vehicle_untreated","onto","CHEBI:29865","GIA_CANONICO","nessuna"
"cgroup_L5_b972f21a","STR:col1g610c||gain||scramble",1,8,"GSE239525",NA,"STR:col1g610c","gain","scramble","STR","STR:col1g610c","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9788b75","STR:asthma||gain||copd",1,9,"GSE237284","asthma","STR:asthma","gain","copd","anchor","STR:asthma","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b97b68f1","STR:ebf2_oe2||gain||vehicle_untreated",1,3,"GSE237363","EBF2","STR:ebf2_oe2","gain","vehicle_untreated","STR","STR:ebf2_oe2","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b97cf64b","COMBO:lps+uric acid||gain||vehicle_untreated",1,6,"GSE107821","lipopolysaccharide","COMBO:lps+uric acid","gain","vehicle_untreated","COMBO","COMBO:lps+uric acid","GIA_CANONICO","nessuna"
"cgroup_L5_b98c4445","CHEBI:36373||gain||vehicle_untreated",1,17,"GSE199800","vindesine","CHEBI:36373","gain","vehicle_untreated","onto","CHEBI:36373","GIA_CANONICO","nessuna"
"cgroup_L5_b98fa49e","STR:trisomic||gain||disomic",2,28,"GSE126910;GSE84531","KLF4","STR:trisomic","gain","disomic","STR","STR:trisomic","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9921e6e","HGNC:3430||gain||vehicle_untreated",3,26,"GSE210592;GSE83083;GSE84275","HERC2P7","HGNC:3430","gain","vehicle_untreated","onto","HGNC:3430","GIA_CANONICO","nessuna"
"cgroup_L5_b997e5ea","CHEBI:90626||gain||vehicle_untreated",1,19,"GSE199800","AMG-208","CHEBI:90626","gain","vehicle_untreated","onto","CHEBI:90626","GIA_CANONICO","nessuna"
"cgroup_L5_b99972fe","STR:shdcaf5||gain||shctrl",1,17,"GSE215024","CD1E","STR:shdcaf5","gain","shctrl","STR","STR:shdcaf5","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9a36bc7","STR:e2f1_sh2_2_knockdown||block||vehicle_untreated",1,4,"GSE214212","HTR1B","STR:e2f1_sh2_2_knockdown","block","vehicle_untreated","STR","STR:e2f1_sh2_2_knockdown","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9a42d4d","COMBO:b9d2+dcas9 w+sgtgfb1||gain||dcas only",1,3,"GSE145529","TGFB1","COMBO:b9d2+dcas9 w+sgtgfb1","gain","dcas only","COMBO","COMBO:b9d2+dcas9 w+sgtgfb1","GIA_CANONICO","nessuna"
"cgroup_L5_b9a45dc6","STR:p_gingivalis_w83_omvs||gain||vehicle_untreated",1,6,"GSE218606","Porphyromonas gingivalis","STR:p_gingivalis_w83_omvs","gain","vehicle_untreated","STR","STR:p_gingivalis_w83_omvs","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9aa114b","STR:siyy1_2||gain||sictl sirna control",1,2,"GSE149609","IL22RA1","STR:siyy1_2","gain","sictl sirna control","STR","STR:siyy1_2","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9c00623","MeSH:D001172||gain||no erosive rheumatoid arthritis ra",1,10,"GSE209982","rheumatoid arthritis","MeSH:D001172","gain","no erosive rheumatoid arthritis ra","anchor","MeSH:D001172","GIA_CANONICO","nessuna"
"cgroup_L5_b9c77320","NCBITaxon:11676||gain||vehicle_untreated",6,68,"GSE103666;GSE124118;GSE137644;GSE143685;GSE164264;GSE92262","HIV-1","NCBITaxon:11676","gain","vehicle_untreated","onto","NCBITaxon:11676","GIA_CANONICO","nessuna"
"cgroup_L5_b9d1dc7c","STR:sicebpd_bud||gain||sictrl bud",1,7,"GSE146017","CD163","STR:sicebpd_bud","gain","sictrl bud","STR","STR:sicebpd_bud","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9d8e2d8","STR:fungal||gain||vehicle_untreated",1,28,"GSE244210","Aspergillus fumigatus","STR:fungal","gain","vehicle_untreated","STR","STR:fungal","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9dae863","STR:shpml||gain||shctrl",2,10,"GSE226111;GSE246846","PKP1","STR:shpml","gain","shctrl","STR","STR:shpml","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9de87bd","STR:casc5_knockdown||block||scrambled control",1,6,"GSE157506","KNL1","STR:casc5_knockdown","block","scrambled control","STR","STR:casc5_knockdown","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9e0c9ad","STR:cbp_knockdown||block||control shrna",1,3,"GSE105951","CREB-Binding Protein","STR:cbp_knockdown","block","control shrna","STR","STR:cbp_knockdown","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9e6aa3a","STR:esophageal_squamous_carcinoma||gain||vehicle_untreated",2,16,"GSE112083;GSE164158","adult male esophagus cancer tissue","STR:esophageal_squamous_carcinoma","gain","vehicle_untreated","STR","STR:esophageal_squamous_carcinoma","STR_NON_TOCCATO","nessuna"
"cgroup_L5_b9e7806c","CHEBI:143122||gain||vehicle_untreated",7,56,"GSE135960;GSE181905;GSE198248;GSE221475;GSE222493;GSE225375;GSE234734","THZ531","CHEBI:143122","gain","vehicle_untreated","onto","CHEBI:143122","GIA_CANONICO","nessuna"
"cgroup_L5_b9ed24cf","STR:ar_knockdown||block||ar silencing",1,5,"GSE223024","ABCD1P3","STR:ar_knockdown","block","ar silencing","STR","STR:ar_knockdown","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba067590","STR:znf596_knockout||block||vehicle_untreated",1,6,"GSE134595","ZNF596","STR:znf596_knockout","block","vehicle_untreated","STR","STR:znf596_knockout","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba0725e2","STR:fps_100_g_ml||gain||dmem",1,4,"GSE255709","dmem cotain 100 î¼g/ml fps","STR:fps_100_g_ml","gain","dmem","STR","STR:fps_100_g_ml","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba129b95","HGNC:11641||block||wt",1,2,"GSE135328","TCF7L2","HGNC:11641","block","wt","onto","HGNC:11641","GIA_CANONICO","nessuna"
"cgroup_L5_ba1f9500","STR:shluc||gain||vehicle_untreated",1,10,"GSE115357","BDP1","STR:shluc","gain","vehicle_untreated","STR","STR:shluc","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba241876","STR:shnova1kd||gain||shcontrol",1,34,"GSE242124","HPS5","STR:shnova1kd","gain","shcontrol","STR","STR:shnova1kd","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba25ae33","STR:sf1_8||gain||vehicle_untreated",1,4,"GSE267059",NA,"STR:sf1_8","gain","vehicle_untreated","STR","STR:sf1_8","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba278ef0","STR:melanoma_iiic||gain||common acquired nevus",1,6,"GSE98394","skin tumor","STR:melanoma_iiic","gain","common acquired nevus","STR","STR:melanoma_iiic","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba28f158","HGNC:2730||gain||vehicle_untreated",1,13,"GSE191097","DHX15","HGNC:2730","gain","vehicle_untreated","onto","HGNC:2730","GIA_CANONICO","nessuna"
"cgroup_L5_ba2c65f7","STR:perfusion||gain||vehicle_untreated",1,15,"GSE69206","perfusion","STR:perfusion","gain","vehicle_untreated","anchor","STR:perfusion","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba2cebc6","STR:sigrhl2||gain||sictrl",1,2,"GSE254218","GRHL2","STR:sigrhl2","gain","sictrl","STR","STR:sigrhl2","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba356acf","STR:metro||gain||vehicle_untreated",1,13,"GSE233341","metronidazole","STR:metro","gain","vehicle_untreated","STR","STR:metro","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba3fd53b","STR:surgery_walnut||gain||needle biopsy+vehicle_untreated",1,4,"GSE111073","breast cancer","STR:surgery_walnut","gain","needle biopsy+vehicle_untreated","STR","STR:surgery_walnut","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba41fb6f","STR:h1_2_h1_3_h1_0_h1_5_h1_4||gain||wt",1,2,"GSE228793","H1-0","STR:h1_2_h1_3_h1_0_h1_5_h1_4","gain","wt","STR","STR:h1_2_h1_3_h1_0_h1_5_h1_4","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba4af011","STR:irradiation||gain||vehicle_untreated",7,59,"GSE105951;GSE165585;GSE232305;GSE232508;GSE236331;GSE237091;GSE250224","Radiation","STR:irradiation","gain","vehicle_untreated","STR","STR:irradiation","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba4f103e","STR:all_brd4_isoforms_pan||gain||brd s a",1,5,"GSE136151","TFAP2C","STR:all_brd4_isoforms_pan","gain","brd s a","STR","STR:all_brd4_isoforms_pan","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba51ab32","STR:day5_bmn||gain||vehicle_untreated",1,5,"GSE223893","bosutinib","STR:day5_bmn","gain","vehicle_untreated","STR","STR:day5_bmn","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba558ceb","STR:siars2||gain||sirna control",1,3,"GSE212383","SRRT","STR:siars2","gain","sirna control","STR","STR:siars2","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba5c20ff","STR:positive_group_iii_iv||gain||group i i+negative",1,21,"GSE208260","acute myeloid leukemia","STR:positive_group_iii_iv","gain","group i i+negative","STR","STR:positive_group_iii_iv","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba5dad95","STR:cc_486||gain||vehicle_untreated",1,10,"GSE214980","thalidomide","STR:cc_486","gain","vehicle_untreated","STR","STR:cc_486","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba6f230d","STR:hsa_mir_301b_3p_mimic||gain||vehicle_untreated",1,3,"GSE214579",NA,"STR:hsa_mir_301b_3p_mimic","gain","vehicle_untreated","STR","STR:hsa_mir_301b_3p_mimic","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba6ffabe","MeSH:D000083242||gain||vehicle_untreated",1,9,"GSE122709","acute myeloid leukemia","MeSH:D000083242","gain","vehicle_untreated","onto","MeSH:D000083242","GIA_CANONICO","nessuna"
"cgroup_L5_ba70357a","STR:shatg7_2||gain||no knockdown",1,4,"GSE211357","EDDM3A","STR:shatg7_2","gain","no knockdown","STR","STR:shatg7_2","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba7250c4","STR:72h_pf_9927||gain||vehicle_untreated",1,11,"GSE141645","72h pf-9927","STR:72h_pf_9927","gain","vehicle_untreated","anchor","STR:72h_pf_9927","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba8ecbdc","STR:ve46||gain||vehicle_untreated_liquid",1,15,"GSE197514","escc","STR:ve46","gain","vehicle_untreated_liquid","STR","STR:ve46","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba979a29","STR:tchp||gain||vehicle_untreated",1,24,"GSE227679","estrogen","STR:tchp","gain","vehicle_untreated","STR","STR:tchp","STR_NON_TOCCATO","nessuna"
"cgroup_L5_ba9dbffa","HGNC:9004||gain||vehicle_untreated",1,18,"GSE248926","DEFB126","HGNC:9004","gain","vehicle_untreated","onto","HGNC:9004","GIA_CANONICO","nessuna"
"cgroup_L5_baa0cf9b","STR:480_cbd||gain||vehicle_untreated",1,3,"GSE235310","cannabidiol","STR:480_cbd","gain","vehicle_untreated","STR","STR:480_cbd","STR_NON_TOCCATO","nessuna"
