"id_a","id_b","chiave","tier","entrambi_nel_corpus","blocco"
"CHEBI:42219","MeSH:D004073","digitoxigenin","T1_canonico_canonico",FALSE,""
"CHEBI:42471","CHEMBL:CHEMBL52606","colforsin","T2_canonico_alias",FALSE,""
"CHEBI:42471","MeSH:D005576","colforsin","T2_canonico_alias",FALSE,""
"CHEBI:42530","CHEMBL:CHEMBL444965","ethaneperoxoicacid","T2_canonico_alias",FALSE,""
"CHEBI:42530","MeSH:D010463","peraceticacid","T1_canonico_canonico",FALSE,""
"CHEBI:42588","CHEMBL:CHEMBL7301","fenretinide","T2_canonico_alias",FALSE,""
"CHEBI:42588","MeSH:D017313","4hydroxyphenylretinamide","T2_canonico_alias",FALSE,""
"CHEBI:4305","CHEMBL:CHEMBL476","dacarbazine","T1_canonico_canonico",FALSE,""
"CHEBI:4305","MeSH:D003606","dacarbazine","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:43321","CHEMBL:CHEMBL278081","histidinol","T1_canonico_canonico",FALSE,""
"CHEBI:43321","MeSH:D006641","histidinol","T1_canonico_canonico",FALSE,""
"CHEBI:4356","CHEMBL:CHEMBL556","deferoxamine","T2_canonico_alias",FALSE,""
"CHEBI:4356","MeSH:D003676","deferoxamine","T2_canonico_alias",FALSE,""
"CHEBI:44185","CHEMBL:CHEMBL3244648","trexall","T3_alias_alias",FALSE,""
"CHEBI:44185","CHEMBL:CHEMBL34259","methotrexatum","T3_alias_alias",FALSE,""
"CHEBI:44241","CHEMBL:CHEMBL934","metyrapone","T1_canonico_canonico",FALSE,""
"CHEBI:44241","MeSH:D008797","metyrapone","T1_canonico_canonico",FALSE,""
"CHEBI:44423","CHEMBL:CHEMBL467","hydroxyurea","T1_canonico_canonico",FALSE,""
"CHEBI:44423","MeSH:D006918","hydroxyurea","T1_canonico_canonico",FALSE,""
"CHEBI:44616","CHEMBL:CHEMBL489","afimoxifene","T1_canonico_canonico",FALSE,""
"CHEBI:44658","CHEMBL:CHEMBL280487","okadaicacid","T1_canonico_canonico",FALSE,""
"CHEBI:44658","MeSH:D019319","okadaicacid","T1_canonico_canonico",FALSE,""
"CHEBI:45021","CHEMBL:CHEMBL190876","palmitoyl","T2_canonico_alias",FALSE,""
"CHEBI:45304","CHEMBL:CHEMBL1660","rifapentine","T1_canonico_canonico",FALSE,""
"CHEBI:45353","CHEMBL:CHEMBL479579","phosphoramidon","T1_canonico_canonico",FALSE,""
"CHEBI:45367","CHEMBL:CHEMBL444633","rifabutin","T1_canonico_canonico",FALSE,""
"CHEBI:45367","MeSH:D017828","rifabutin","T1_canonico_canonico",FALSE,""
"CHEBI:45409","CHEMBL:CHEMBL163","ritonavir","T1_canonico_canonico",FALSE,""
"CHEBI:45409","MeSH:D019438","ritonavir","T1_canonico_canonico",FALSE,""
"CHEBI:45716","CHEMBL:CHEMBL98","vorinostat","T1_canonico_canonico",FALSE,""
"CHEBI:45716","MeSH:D000077337","vorinostat","T1_canonico_canonico",FALSE,""
"CHEBI:45783","CHEMBL:CHEMBL941","imatinib","T1_canonico_canonico",FALSE,""
"CHEBI:45783","MeSH:D000068877","imatinib","T2_canonico_alias",FALSE,""
"CHEBI:45863","CHEMBL:CHEMBL428647","paclitaxel","T1_canonico_canonico",FALSE,""
"CHEBI:45863","MeSH:D017239","paclitaxel","T1_canonico_canonico",FALSE,""
"CHEBI:45951","CHEMBL:CHEMBL422","trifluoperazine","T1_canonico_canonico",FALSE,""
"CHEBI:45951","MeSH:D014268","trifluoperazine","T1_canonico_canonico",FALSE,""
"CHEBI:46195","CHEMBL:CHEMBL112","acetaminophen","T2_canonico_alias",FALSE,""
"CHEBI:46195","MeSH:D000082","acetaminophen","T2_canonico_alias",FALSE,""
"CHEBI:46345","CHEMBL:CHEMBL185","5fluorouracil","T2_canonico_alias",FALSE,""
"CHEBI:46345","MeSH:D005472","5fluorouracil","T2_canonico_alias",FALSE,""
"CHEBI:46557","CHEMBL:CHEMBL4303669","zoledronicacid","T1_canonico_canonico",FALSE,""
"CHEBI:46557","MeSH:D000077211","zoledronicacid","T1_canonico_canonico",FALSE,""
"CHEBI:4659","CHEMBL:CHEMBL964","disulfiram","T1_canonico_canonico",FALSE,""
"CHEBI:4659","MeSH:D004221","disulfiram","T1_canonico_canonico",FALSE,""
"CHEBI:4670","CHEMBL:CHEMBL926","dobutamine","T1_canonico_canonico",FALSE,""
"CHEBI:4670","MeSH:D004280","dobutamine","T1_canonico_canonico",FALSE,""
"CHEBI:4672","MeSH:D000077143","ndebenzoylntertbutoxycarbonyl10deacetyltaxol","T3_alias_alias",FALSE,""
"CHEBI:46742","CHEMBL:CHEMBL191334","nutlin3","T1_canonico_canonico",FALSE,""
"CHEBI:46793","CHEMBL:CHEMBL1201478","polyethyleneglycol","T1_canonico_canonico",FALSE,""
"CHEBI:46793","MeSH:D011092","polyethyleneglycol","T2_canonico_alias",FALSE,"mesh_troppo_alto"
"CHEBI:4705","MeSH:D004247","dsdna","T3_alias_alias",FALSE,"mesh_troppo_alto"
"CHEBI:472552","CHEMBL:CHEMBL222280","broxuridine","T2_canonico_alias",FALSE,""
"CHEBI:472552","MeSH:D001973","5bromo2deoxyuridine","T2_canonico_alias",FALSE,""
"CHEBI:47344","CHEMBL:CHEMBL428690","alvocidib","T1_canonico_canonico",FALSE,""
"CHEBI:47381","CHEMBL:CHEMBL139","diclofenac","T1_canonico_canonico",FALSE,""
"CHEBI:47381","MeSH:D004008","diclofenac","T1_canonico_canonico",FALSE,""
"CHEBI:47458","CHEMBL:CHEMBL217092","saracatinib","T1_canonico_canonico",FALSE,""
"CHEBI:47519","CHEMBL:CHEMBL157101","ketoconazole","T1_canonico_canonico",FALSE,""
"CHEBI:47519","MeSH:D007654","ketoconazole","T1_canonico_canonico",FALSE,""
"CHEBI:4775","CHEMBL:CHEMBL6246","acideellagique","T3_alias_alias",FALSE,""
"CHEBI:4775","MeSH:D004610","benzoaricacid","T3_alias_alias",FALSE,""
"CHEBI:4781","CHEMBL:CHEMBL50588","671011tetramethoxyemetan","T3_alias_alias",FALSE,""
"CHEBI:4781","MeSH:D004640","methylcephaeline","T3_alias_alias",FALSE,"mesh_troppo_alto"
"CHEBI:47898","CHEMBL:CHEMBL417","epirubicin","T2_canonico_alias",FALSE,""
"CHEBI:47898","MeSH:D015251","epirubicin","T2_canonico_alias",FALSE,""
"CHEBI:4806","CHEMBL:CHEMBL297453","epigallocatechingallate","T3_alias_alias",FALSE,""
"CHEBI:48080","CHEMBL:CHEMBL19980","brefeldina","T1_canonico_canonico",FALSE,""
"CHEBI:48080","MeSH:D020126","brefeldina","T1_canonico_canonico",FALSE,""
"CHEBI:48416","CHEMBL:CHEMBL1516","olmesartan","T1_canonico_canonico",FALSE,""
"CHEBI:48607","MeSH:D018021","lithiumchloride","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:48669","CHEMBL:CHEMBL877","tranexamicacid","T1_canonico_canonico",FALSE,""
"CHEBI:48669","MeSH:D014148","tranexamicacid","T1_canonico_canonico",FALSE,""
"CHEBI:4868","CHEMBL:CHEMBL1575","estramustine","T1_canonico_canonico",FALSE,""
"CHEBI:4868","MeSH:D004961","estramustine","T1_canonico_canonico",FALSE,""
"CHEBI:4877","CHEMBL:CHEMBL44884","ethambutol","T1_canonico_canonico",FALSE,""
"CHEBI:4877","MeSH:D004977","ethambutol","T1_canonico_canonico",FALSE,""
"CHEBI:49040","CHEMBL:CHEMBL1138","ezetimibe","T1_canonico_canonico",FALSE,""
"CHEBI:49040","MeSH:D000069438","ezetimibe","T1_canonico_canonico",FALSE,""
"CHEBI:4911","CHEMBL:CHEMBL1200645","vp16","T3_alias_alias",FALSE,""
"CHEBI:4911","CHEMBL:CHEMBL44657","etoposide","T1_canonico_canonico",FALSE,""
"CHEBI:4911","MeSH:D005047","etoposide","T1_canonico_canonico",FALSE,""
"CHEBI:49375","CHEMBL:CHEMBL1421","dasatinibanhydrous","T1_canonico_canonico",FALSE,""
"CHEBI:49375","MeSH:D000069439","bms354825","T3_alias_alias",FALSE,""
"CHEBI:4948","CHEMBL:CHEMBL486598","evodiamine","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:4953","CHEMBL:CHEMBL1200374","exemestane","T1_canonico_canonico",FALSE,""
"CHEBI:49603","CHEMBL:CHEMBL554","lapatinib","T1_canonico_canonico",FALSE,""
"CHEBI:49603","MeSH:D000077341","lapatinib","T1_canonico_canonico",FALSE,""
"CHEBI:49668","CHEMBL:CHEMBL939","gefitinib","T1_canonico_canonico",FALSE,""
"CHEBI:49668","MeSH:D000077156","gefitinib","T1_canonico_canonico",FALSE,""
"CHEBI:49852","MeSH:D004004","dichlororibofuranosylbenzimidazole","T2_canonico_alias",FALSE,""
"CHEBI:49960","CHEMBL:CHEMBL24828","vandetanib","T1_canonico_canonico",FALSE,""
"CHEBI:5001","CHEMBL:CHEMBL672","fenofibrate","T1_canonico_canonico",FALSE,""
"CHEBI:5001","MeSH:D011345","fenofibrate","T1_canonico_canonico",FALSE,""
"CHEBI:50122","CHEMBL:CHEMBL121","brl49653","T3_alias_alias",FALSE,""
"CHEBI:50122","MeSH:D000077154","brl49653","T3_alias_alias",FALSE,""
"CHEBI:50131","CHEMBL:CHEMBL1201129","decitabine","T2_canonico_alias",FALSE,""
"CHEBI:50131","MeSH:D000077209","5aza2deoxycytidine","T2_canonico_alias",FALSE,""
"CHEBI:50305","CHEMBL:CHEMBL61","podofilox","T2_canonico_alias",FALSE,""
"CHEBI:50305","MeSH:D011034","podophyllotoxin","T1_canonico_canonico",FALSE,""
"CHEBI:50385","MeSH:D006427","hemin","T1_canonico_canonico",FALSE,""
"CHEBI:50534","CHEMBL:CHEMBL1814588","butylisothiocyanate","T1_canonico_canonico",FALSE,""
"CHEBI:50594","MeSH:D037742","carbonnanotube","T2_canonico_alias",FALSE,""
"CHEBI:5062","CHEMBL:CHEMBL710","finasteride","T1_canonico_canonico",FALSE,""
"CHEBI:5062","MeSH:D018120","finasteride","T1_canonico_canonico",FALSE,""
"CHEBI:50692","CHEMBL:CHEMBL1276308","mifepristone","T1_canonico_canonico",FALSE,""
"CHEBI:50692","MeSH:D015735","mifepristone","T1_canonico_canonico",FALSE,""
"CHEBI:50693","CHEMBL:CHEMBL189","milrinone","T1_canonico_canonico",FALSE,""
"CHEBI:50693","MeSH:D020105","milrinone","T1_canonico_canonico",FALSE,""
"CHEBI:50729","CHEMBL:CHEMBL58","mitoxantrone","T1_canonico_canonico",FALSE,""
"CHEBI:50729","MeSH:D008942","mitoxantrone","T1_canonico_canonico",FALSE,""
"CHEBI:50742","CHEMBL:CHEMBL139835","ciproterona","T3_alias_alias",FALSE,""
"CHEBI:50742","MeSH:D003534","cyproterone","T1_canonico_canonico",FALSE,""
"CHEBI:50749","CHEMBL:CHEMBL1200666","calcipotriene","T2_canonico_alias",FALSE,""
"CHEBI:50803","MeSH:D053758","nanoparticle","T2_canonico_alias",FALSE,""
"CHEBI:50859","CHEMBL:CHEMBL1023","bexarotene","T1_canonico_canonico",FALSE,""
"CHEBI:50859","MeSH:D000077610","bexarotene","T1_canonico_canonico",FALSE,""
"CHEBI:50885","CHEMBL:CHEMBL1201010","fludrocortisona","T3_alias_alias",FALSE,""
"CHEBI:50885","CHEMBL:CHEMBL1201388","fludrocortisone","T1_canonico_canonico",FALSE,""
"CHEBI:50885","MeSH:D005438","fludrocortisone","T1_canonico_canonico",FALSE,""
"CHEBI:50924","CHEMBL:CHEMBL1336","sorafenib","T1_canonico_canonico",FALSE,""
"CHEBI:50924","MeSH:D000077157","sorafenib","T1_canonico_canonico",FALSE,""
"CHEBI:5100","CHEMBL:CHEMBL1463","flucytosine","T1_canonico_canonico",FALSE,""
"CHEBI:5100","MeSH:D005437","flucytosine","T1_canonico_canonico",FALSE,""
"CHEBI:5118","CHEMBL:CHEMBL41","fluoxetina","T3_alias_alias",FALSE,""
"CHEBI:5132","CHEMBL:CHEMBL806","flutamide","T1_canonico_canonico",FALSE,""
"CHEBI:5132","MeSH:D005485","flutamide","T1_canonico_canonico",FALSE,""
"CHEBI:5138","CHEMBL:CHEMBL814","fluvoxamine","T1_canonico_canonico",FALSE,""
"CHEBI:5138","MeSH:D016666","fluvoxamine","T1_canonico_canonico",FALSE,""
"CHEBI:52172","CHEMBL:CHEMBL255863","nilotinib","T1_canonico_canonico",FALSE,""
"CHEBI:52221","CHEMBL:CHEMBL1161685","isothiocyanate","T1_canonico_canonico",FALSE,""
"CHEBI:52221","MeSH:D017879","isothiocyanates","T2_canonico_alias",FALSE,"mesh_troppo_alto"
"CHEBI:52646","CHEMBL:CHEMBL486133","leptomycinb","T1_canonico_canonico",FALSE,""
"CHEBI:52717","CHEMBL:CHEMBL325041","bortezomib","T1_canonico_canonico",FALSE,""
"CHEBI:52717","CHEMBL:CHEMBL5315122","velcade","T3_alias_alias",FALSE,""
"CHEBI:52717","MeSH:D000069286","bortezomib","T1_canonico_canonico",FALSE,""
"CHEBI:5292","CHEMBL:CHEMBL278315","geldanamycin","T1_canonico_canonico",FALSE,""
"CHEBI:5353","CHEMBL:CHEMBL377324","ginkgetin","T1_canonico_canonico",FALSE,""
"CHEBI:575568","CHEMBL:CHEMBL1450","atovaquone","T1_canonico_canonico",FALSE,""
"CHEBI:575568","MeSH:D053626","atovaquone","T1_canonico_canonico",FALSE,""
"CHEBI:5759","CHEMBL:CHEMBL16901","honokiol","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:582124","CHEMBL:CHEMBL55076","myriocin","T1_canonico_canonico",FALSE,""
"CHEBI:5847","CHEMBL:CHEMBL225071","raltitrexed","T2_canonico_alias",FALSE,"chebi_stars<3"
"CHEBI:5870","CHEMBL:CHEMBL406819","imidacloprid","T1_canonico_canonico",FALSE,""
"CHEBI:59132","MeSH:D000941","antigen","T2_canonico_alias",FALSE,"mesh_troppo_alto"
"CHEBI:5931","CHEMBL:CHEMBL1201631","insulinhuman","T1_canonico_canonico",FALSE,""
"CHEBI:59414","CHEMBL:CHEMBL1779325","acetylmuramylalanylisoglutamine","T3_alias_alias",FALSE,""
"CHEBI:59414","MeSH:D000119","acetylmuramylalanylisoglutamine","T2_canonico_alias",FALSE,""
"CHEBI:5971","CHEMBL:CHEMBL3989514","irinotecanhydrochlorideanhydrous","T2_canonico_alias",FALSE,""
"CHEBI:6030","CHEMBL:CHEMBL64","isoniazid","T2_canonico_alias",FALSE,""
"CHEBI:6030","MeSH:D007538","isoniazid","T2_canonico_alias",FALSE,"mesh_troppo_alto"
"CHEBI:6078","CHEMBL:CHEMBL6067487","ivermectin","T1_canonico_canonico",FALSE,""
"CHEBI:6078","MeSH:D007559","ivermectin","T1_canonico_canonico",FALSE,""
"CHEBI:61049","CHEMBL:CHEMBL269732","tacrolimusanhydrous","T1_canonico_canonico",FALSE,""
"CHEBI:61049","MeSH:D016559","tacrolimusanhydrous","T2_canonico_alias",FALSE,""
"CHEBI:61076","CHEMBL:CHEMBL408513","belinostat","T1_canonico_canonico",FALSE,""
"CHEBI:61080","CHEMBL:CHEMBL343448","romidepsin","T1_canonico_canonico",FALSE,""
"CHEMBL:CHEMBL1201577","CHEBI:61204","c225","T3_alias_alias",FALSE,""
"CHEBI:61390","CHEMBL:CHEMBL1173655","afatinib","T1_canonico_canonico",FALSE,""
"CHEBI:61390","MeSH:D000077716","afatinib","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:61397","CHEMBL:CHEMBL180022","neratinib","T1_canonico_canonico",FALSE,""
"CHEMBL:CHEMBL1738757","CHEBI:62166","dcc2036","T2_canonico_alias",FALSE,""
"CHEBI:62880","CHEMBL:CHEMBL506871","veliparib","T1_canonico_canonico",FALSE,""
"HGNC:270","CHEBI:62913","parp","T3_alias_alias",FALSE,""
"CHEBI:63115","MeSH:D000068876","fingolimod","T2_canonico_alias",FALSE,""
"CHEBI:63448","CHEMBL:CHEMBL189584","pd173074","T1_canonico_canonico",FALSE,""
"CHEMBL:CHEMBL1852688","CHEBI:63451","bgj398","T2_canonico_alias",TRUE,""
"CHEBI:63452","CHEMBL:CHEMBL608533","midostaurin","T1_canonico_canonico",FALSE,""
"CHEBI:63577","CHEMBL:CHEMBL141","lamivudine","T1_canonico_canonico",FALSE,""
"CHEBI:63577","MeSH:D019259","lamivudine","T1_canonico_canonico",FALSE,""
"CHEBI:63580","CHEMBL:CHEMBL1643","ribavirin","T1_canonico_canonico",FALSE,""
"CHEBI:63580","MeSH:D012254","ribavirin","T1_canonico_canonico",FALSE,""
"CHEBI:63587","CHEMBL:CHEMBL1683590","eribulin","T1_canonico_canonico",FALSE,""
"CHEBI:63605","CHEMBL:CHEMBL1201752","ixabepilone","T1_canonico_canonico",FALSE,""
"CHEBI:63619","CHEMBL:CHEMBL631","propafenone","T1_canonico_canonico",FALSE,""
"CHEBI:63619","MeSH:D011405","propafenone","T1_canonico_canonico",FALSE,""
"CHEBI:63620","CHEMBL:CHEMBL887","rasagiline","T1_canonico_canonico",FALSE,""
"CHEBI:63626","CHEMBL:CHEMBL1237026","tesamorelin","T1_canonico_canonico",FALSE,""
"CHEBI:63626","MeSH:D013007","ghrh144","T3_alias_alias",FALSE,""
"CHEBI:63628","CHEMBL:CHEMBL222559","tipranavir","T1_canonico_canonico",FALSE,""
"CHEBI:63637","CHEMBL:CHEMBL1229517","vemurafenib","T1_canonico_canonico",FALSE,""
"CHEBI:63637","MeSH:D000077484","vemurafenib","T1_canonico_canonico",FALSE,""
"CHEBI:63718","CHEMBL:CHEMBL1486","tenofovirdisoproxilfumarate","T1_canonico_canonico",FALSE,""
"CHEBI:63718","MeSH:D000068698","tenofovirdisoproxilfumarate","T2_canonico_alias",FALSE,""
"CHEBI:63791","CHEMBL:CHEMBL848","lenalidomide","T1_canonico_canonico",FALSE,""
"CHEBI:63791","MeSH:D000077269","lenalidomide","T1_canonico_canonico",FALSE,""
"CHEBI:63916","CHEMBL:CHEMBL494","iloprost","T1_canonico_canonico",FALSE,""
"CHEBI:63916","MeSH:D016285","iloprost","T1_canonico_canonico",FALSE,""
"CHEBI:63954","CHEMBL:CHEMBL501617","ionomycin","T1_canonico_canonico",FALSE,""
"CHEBI:63954","MeSH:D015759","ionomycin","T1_canonico_canonico",FALSE,""
"CHEBI:63959","CHEMBL:CHEMBL301982","celastrol","T1_canonico_canonico",FALSE,""
"CHEBI:64022","CHEMBL:CHEMBL434394","nebivolol","T1_canonico_canonico",FALSE,""
"CHEBI:64022","MeSH:D000068577","nebivolol","T1_canonico_canonico",FALSE,""
"CHEBI:64090","CHEMBL:CHEMBL348399","tertbutylhydroperoxide","T1_canonico_canonico",FALSE,""
"CHEBI:64090","MeSH:D020122","tertbutylhydroperoxide","T1_canonico_canonico",FALSE,""
"CHEBI:64114","CHEMBL:CHEMBL15928","gr127935","T1_canonico_canonico",FALSE,""
"CHEBI:6413","CHEMBL:CHEMBL1444","letrozole","T1_canonico_canonico",FALSE,""
"CHEBI:6413","MeSH:D000077289","letrozole","T1_canonico_canonico",FALSE,"mesh_troppo_alto"
"CHEBI:64198","CHEMBL:CHEMBL1597","dimercaprol","T1_canonico_canonico",FALSE,""
"CHEBI:64198","MeSH:D004112","dimercaprol","T1_canonico_canonico",FALSE,""
"CHEBI:64210","HGNC:6732","cd336","T3_alias_alias",FALSE,""
"CHEBI:64310","CHEMBL:CHEMBL601719","pf2341066","T3_alias_alias",FALSE,""
"CHEBI:64310","MeSH:D000077547","pf2341066","T3_alias_alias",FALSE,""
"CHEBI:64317","CHEMBL:CHEMBL434","isoprenalina","T3_alias_alias",FALSE,""
"CHEBI:64317","MeSH:D007545","isopropylnoradrenaline","T3_alias_alias",FALSE,""
"CHEBI:6432","CHEMBL:CHEMBL1454","levamisole","T1_canonico_canonico",FALSE,""
"CHEBI:6432","CHEMBL:CHEMBL1770","ketrax","T3_alias_alias",FALSE,""
"CHEBI:6432","MeSH:D007978","levamisole","T1_canonico_canonico",FALSE,""
"CHEBI:6520","CHEMBL:CHEMBL514","lomustine","T1_canonico_canonico",FALSE,""
"CHEBI:6520","HGNC:18576","ccnu","T3_alias_alias",FALSE,""
"CHEBI:6520","MeSH:D008130","lomustine","T1_canonico_canonico",FALSE,""
"CHEBI:6532","CHEMBL:CHEMBL841","loperamide","T1_canonico_canonico",FALSE,""
"CHEBI:6532","MeSH:D008139","loperamide","T1_canonico_canonico",FALSE,""
"CHEMBL:CHEMBL521851","CHEBI:65326","pictrelisib","T2_canonico_alias",FALSE,""
"CHEBI:65329","CHEMBL:CHEMBL98350","ly294002","T1_canonico_canonico",FALSE,""
"CHEBI:65347","CHEMBL:CHEMBL451887","carfilzomib","T1_canonico_canonico",FALSE,""
"CHEBI:6601","CHEMBL:CHEMBL400092","lycorine","T1_canonico_canonico",FALSE,""
"CHEBI:66484","CHEMBL:CHEMBL555196","silvestrol","T1_canonico_canonico",FALSE,""
"CHEBI:66901","CHEMBL:CHEMBL2010601","ivacaftor","T1_canonico_canonico",FALSE,""
"CHEBI:66910","CHEMBL:CHEMBL1289926","axitinib","T1_canonico_canonico",FALSE,""
"CHEBI:66910","MeSH:D000077784","axitinib","T1_canonico_canonico",FALSE,""
"CHEBI:66919","CHEMBL:CHEMBL1789941","ruxolitinib","T1_canonico_canonico",FALSE,""
"CHEBI:6704","CHEMBL:CHEMBL685","mebendazole","T1_canonico_canonico",FALSE,""
"CHEBI:6704","MeSH:D008463","mebendazole","T1_canonico_canonico",FALSE,""
"CHEBI:6716","CHEMBL:CHEMBL717","medroxyprogesteroneacetate","T1_canonico_canonico",FALSE,""
"CHEBI:6716","MeSH:D017258","medroxyprogesteroneacetate","T1_canonico_canonico",FALSE,""
"CHEBI:67208","MeSH:D012330","doublestrandedrna","T2_canonico_alias",FALSE,""
"CHEBI:6722","CHEMBL:CHEMBL1201139","megestrol","T2_canonico_alias",FALSE,""
"CHEBI:6722","MeSH:D008535","megestrol","T1_canonico_canonico",FALSE,""
"CHEBI:67271","CHEMBL:CHEMBL1079175","mk2206","T1_canonico_canonico",FALSE,""
"CHEBI:67895","CHEMBL:CHEMBL391533","corosolicacid","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:6801","CHEMBL:CHEMBL1431","metformina","T3_alias_alias",FALSE,""
"CHEBI:6807","CHEMBL:CHEMBL651","dlmethadone","T3_alias_alias",FALSE,""
"CHEBI:6809","CHEMBL:CHEMBL1201201","methamphetamine","T1_canonico_canonico",FALSE,""
"CHEBI:6809","MeSH:D008694","methamphetamine","T1_canonico_canonico",FALSE,""
"CHEBI:68478","CHEMBL:CHEMBL1908360","everolimus","T1_canonico_canonico",FALSE,""
"CHEBI:68478","MeSH:D000068338","everolimus","T1_canonico_canonico",FALSE,""
"CHEBI:68534","CHEMBL:CHEMBL1082407","enzalutamide","T1_canonico_canonico",FALSE,""
"CHEBI:68558","CHEMBL:CHEMBL398435","ticagrelor","T1_canonico_canonico",FALSE,""
"CHEBI:68558","MeSH:D000077486","ticagrelor","T1_canonico_canonico",FALSE,""
"CHEBI:68642","CHEMBL:CHEMBL254328","abiraterone","T1_canonico_canonico",FALSE,""
"CHEBI:68647","CHEMBL:CHEMBL1946170","regorafenib","T1_canonico_canonico",FALSE,""
"CHEBI:68741","CHEMBL:CHEMBL499593","chetomin","T1_canonico_canonico",FALSE,""
"CHEBI:68747","CHEMBL:CHEMBL1089316","chaetocin","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:6888","CHEMBL:CHEMBL650","methylprednisolone","T2_canonico_alias",FALSE,""
"CHEBI:6888","MeSH:D008775","methylprednisolone","T2_canonico_alias",FALSE,""
"CHEBI:69120","CHEMBL:CHEMBL517080","withaferina","T1_canonico_canonico",FALSE,""
"CHEBI:69136","CHEMBL:CHEMBL404116","latrunculina","T1_canonico_canonico",FALSE,""
"CHEBI:6920","CHEMBL:CHEMBL1534525","mibefradildihydrochloride","T2_canonico_alias",FALSE,"chebi_stars<3"
"CHEBI:6920","CHEMBL:CHEMBL45816","mibefradil","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:6920","MeSH:D020748","mibefradil","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:6954","CHEMBL:CHEMBL1670","mitotane","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:6954","MeSH:D008939","mitotane","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:70778","CHEMBL:CHEMBL21241","gw7647","T1_canonico_canonico",FALSE,""
"CHEBI:71019","CHEMBL:CHEMBL46286","omacetaxinemepesuccinate","T1_canonico_canonico",FALSE,""
"CHEBI:71019","MeSH:D000077863","homoharringtonine","T2_canonico_alias",FALSE,""
"CHEBI:71193","CHEMBL:CHEMBL4084119","liraglutide","T1_canonico_canonico",FALSE,""
"CHEBI:71193","MeSH:D000069450","liraglutide","T1_canonico_canonico",FALSE,""
"CHEBI:71200","CHEMBL:CHEMBL221959","tofacitinib","T1_canonico_canonico",FALSE,""
"CHEBI:71219","CHEMBL:CHEMBL477772","pazopanib","T1_canonico_canonico",FALSE,""
"CHEBI:71272","CHEMBL:CHEMBL2103745","saxagliptin","T1_canonico_canonico",FALSE,""
"CHEBI:71272","CHEMBL:CHEMBL385517","bms477118","T3_alias_alias",FALSE,""
"CHEBI:71417","CHEMBL:CHEMBL1321","procarbazine","T1_canonico_canonico",FALSE,""
"CHEBI:71417","MeSH:D011344","procarbazine","T1_canonico_canonico",FALSE,""
"CHEBI:71952","CHEMBL:CHEMBL1879463","dactolisib","T1_canonico_canonico",FALSE,""
"CHEMBL:CHEMBL2017974","CHEBI:71954","bkm120","T2_canonico_alias",FALSE,""
"CHEBI:72317","CHEMBL:CHEMBL2105717","cabozantinib","T1_canonico_canonico",FALSE,""
"CHEBI:72564","CHEMBL:CHEMBL810","temozolomide","T1_canonico_canonico",FALSE,""
"CHEBI:72564","MeSH:D000077204","temozolomide","T1_canonico_canonico",FALSE,""
"CHEBI:72690","CHEMBL:CHEMBL43452","pomalidomide","T1_canonico_canonico",FALSE,""
"CHEBI:7307","CHEMBL:CHEMBL12543","nmethylpyrrolidinone","T3_alias_alias",FALSE,""
"CHEBI:73222","CHEMBL:CHEMBL497001","aloin","T1_canonico_canonico",FALSE,""
"CHEBI:73356","MeSH:D020881","dpdpe","T2_canonico_alias",FALSE,""
"CHEBI:746908","CHEMBL:CHEMBL4297516","lurbinectedin","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEBI:746962","CHEMBL:CHEMBL4858364","mrtx1133","T1_canonico_canonico",FALSE,"chebi_stars<3"
"CHEMBL:CHEMBL4594216","CHEBI:747132","mmae","T3_alias_alias",FALSE,"chebi_stars<3"
"HGNC:8127","CHEBI:747467","oglcnac","T3_alias_alias",FALSE,"chebi_stars<3"
"CHEBI:7476","CHEMBL:CHEMBL154","naproxene","T3_alias_alias",FALSE,""
"CHEBI:75044","MeSH:D010692","phleomycin","T2_canonico_alias",FALSE,""
"CHEBI:75045","CHEMBL:CHEMBL2028663","dabrafenib","T1_canonico_canonico",FALSE,""
"CHEBI:75095","CHEMBL:CHEMBL117","chrysin","T1_canonico_canonico",FALSE,""
"CHEBI:75179","CHEMBL:CHEMBL1129","trifluridine","T1_canonico_canonico",FALSE,""
"CHEBI:75179","MeSH:D014271","trifluridine","T1_canonico_canonico",FALSE,""
"CHEBI:75393","CHEMBL:CHEMBL559147","y27632","T1_canonico_canonico",FALSE,""
"CHEBI:75400","CHEMBL:CHEMBL1229168","calmidazolium","T1_canonico_canonico",FALSE,""
"CHEBI:7553","CHEMBL:CHEMBL1448","niclosamide","T1_canonico_canonico",FALSE,""
"CHEBI:7553","MeSH:D009534","niclosamide","T1_canonico_canonico",FALSE,""
