"studio","braccio","a","b","r","dichiarata","dep_a","dep_b"
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307599","GSM4307606",0.979024312842758,FALSE,41469441,34970031
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575935","GSM5575948",0.979020775073732,FALSE,6995900,7303839
"GSE198449","GSM5947095,GSM5947138,GSM5947156,GSM5947","GSM5947337","GSM5947751",0.97902023526914,FALSE,15640190,14939593
"GSE147339","GSM4426267,GSM4426270,GSM4426272,GSM4426","GSM4426273","GSM4426277",0.97901647449413,FALSE,28800173,27038651
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307564","GSM4307598",0.979015523481325,FALSE,39470732,44175632
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575933","GSM5575948",0.979014943685493,FALSE,10659072,7303839
"GSE134395","GSM3945690,GSM3945691,GSM3945692,GSM3945","GSM3945690","GSM3945691",0.97901453898789,FALSE,18797504,18906830
"GSE182350","GSM5527458,GSM5527459,GSM5527460,GSM5527","GSM5527458","GSM5527461",0.979013406704319,FALSE,26039350,24563100
"GSE218039","GSM6733285,GSM6733286,GSM6733287,GSM6733","GSM6733286","GSM6733287",0.979011005122851,FALSE,22181335,18550175
"GSE147339","GSM4426266,GSM4426268,GSM4426269,GSM4426","GSM4426278","GSM4426282",0.979005995556198,FALSE,30360039,24025124
"GSE111016,GSE111017","GSM3020407,GSM3020408,GSM3020411,GSM3020","GSM3020411","GSM3020429",0.979005421765258,FALSE,59183209,50281883
"GSE226358","GSM7073880,GSM7073882,GSM7073884,GSM7073","GSM7073884","GSM7073900",0.979004130521837,FALSE,21870079,21638437
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307580","GSM4307583",0.978998288860213,FALSE,27722217,41391425
"GSE268499","GSM8292058,GSM8292059,GSM8292060,GSM8292","GSM8292059","GSM8292062",0.978995067051746,FALSE,30480814,30107745
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575946","GSM5575955",0.978990548643741,FALSE,9187873,6781062
"GSE221103,GSE221174","GSM6845380,GSM6845381,GSM6845382,GSM6845","GSM6845386","GSM6845393",0.978989588335477,FALSE,24083415,24917135
"GSE217421,GSE217424","GSM6717836,GSM6717837,GSM6717838,GSM6717","GSM6717851","GSM6717852",0.978989423327468,FALSE,34020766,15203982
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307562","GSM4307622",0.9789882725181,FALSE,40403699,35758168
"GSE168705","GSM5159106,GSM5159107,GSM5159108,GSM5159","GSM5159112","GSM5381668",0.978982790384833,FALSE,19133274,20278001
"GSE97117,GSE97358","GSM2562506,GSM2562508,GSM2562510,GSM2562","GSM2562598","GSM2562632",0.97897983844609,FALSE,44519743,39434417
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307565","GSM4307593",0.978977707322869,FALSE,38545349,39050222
"GSE111016,GSE111017","GSM3020407,GSM3020408,GSM3020411,GSM3020","GSM3020416","GSM3020441",0.978977169373013,FALSE,49006944,49331477
"GSE163959","GSM4991258,GSM4991259,GSM4991260,GSM4991","GSM4991261","GSM4991262",0.978976040575882,FALSE,24047246,23627596
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575931","GSM5575941",0.978975628737437,FALSE,4773773,8791909
"GSE217421,GSE217424","GSM6717321,GSM6717322,GSM6717323,GSM6717","GSM6717361","GSM6717363",0.97897140725264,FALSE,29625795,37610883
"GSE166214","GSM5363900,GSM5363901","GSM5363900","GSM5363901",0.978960999330424,FALSE,49021622,43027812
"GSE174618","GSM5320641,GSM5320645,GSM5320649,GSM5320","GSM5320645","GSM5320653",0.978957363497274,FALSE,29766332,25032635
"GSE111016,GSE111017","GSM3020407,GSM3020408,GSM3020411,GSM3020","GSM3020412","GSM3020443",0.978954409818246,FALSE,57262867,53016381
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307589","GSM4307597",0.97895265813308,FALSE,44745029,33250763
"GSE168705","GSM5159118,GSM5159119,GSM5159120,GSM5159","GSM5159123","GSM5381631",0.978950068963297,FALSE,14013462,13873966
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307565","GSM4307571",0.97894619201646,FALSE,38545349,39966171
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307585","GSM4307600",0.978944042206472,FALSE,36062103,41154968
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307562","GSM4307585",0.978939509310654,FALSE,40403699,36062103
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307583","GSM4307585",0.97893764244828,FALSE,41391425,36062103
"GSE112523,GSE112525","GSM3072108,GSM3072111,GSM3072112,GSM3072","GSM3072111","GSM3072133",0.978934309203681,FALSE,15795850,16313217
"GSE119088","GSM3357708,GSM3357709,GSM3357710","GSM3357709","GSM3357710",0.978927930977973,FALSE,13443480,13153184
"GSE111016,GSE111017","GSM3020407,GSM3020408,GSM3020411,GSM3020","GSM3020408","GSM3020416",0.978926108137856,FALSE,59624015,49006944
"GSE242706","GSM7767435,GSM7767436,GSM7767437","GSM7767435","GSM7767436",0.978925113623747,FALSE,27775641,30503892
"GSE111016,GSE111017","GSM3020407,GSM3020408,GSM3020411,GSM3020","GSM3020426","GSM3020429",0.978924613226699,FALSE,62105865,50281883
"GSE97117,GSE97358","GSM2562506,GSM2562508,GSM2562510,GSM2562","GSM2562654","GSM2562656",0.978921821873968,FALSE,40518589,44108626
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575939","GSM5575954",0.978919577699636,FALSE,5945059,5525119
"GSE188234,GSE188236","GSM5673193,GSM5673194,GSM5673195,GSM5673","GSM5673193","GSM5673194",0.978918835700105,FALSE,33955612,24595680
"GSE226358","GSM7073880,GSM7073882,GSM7073884,GSM7073","GSM7073880","GSM7073894",0.978915811909386,FALSE,20090218,23685330
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575939","GSM5575949",0.978907560590744,FALSE,5945059,8690357
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575936","GSM5575952",0.978904320212516,FALSE,9099654,11448889
"GSE146547,GSE146807","GSM4392023,GSM4392024,GSM4392025","GSM4392023","GSM4392024",0.978899953607786,FALSE,5018607,4861577
"GSE114686","GSM3147214,GSM3147242,GSM3147270","GSM3147242","GSM3147270",0.978898177520096,FALSE,14500924,15602913
"GSE118313","GSM3324649,GSM3324650,GSM3324651,GSM3324","GSM3324658","GSM3324659",0.97889709554942,FALSE,7255778,5098760
"GSE80655","GSM2132205,GSM2132208,GSM2132252,GSM2132","GSM2132340","GSM2132421",0.97889057207461,FALSE,89180198,70310702
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575932","GSM5575947",0.978883674998867,FALSE,5394275,9324324
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575947","GSM5575960",0.978881780023275,FALSE,9324324,4919122
"GSE145154","GSM4307568,GSM4307608,GSM4307609,GSM4307","GSM4307608","GSM4307609",0.978877494072017,FALSE,46880878,38626665
"GSE225481,GSE228897","GSM7049221,GSM7049223","GSM7049221","GSM7049223",0.978876023969632,FALSE,41161869,44283128
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575931","GSM5575937",0.978872628043699,FALSE,4773773,11946545
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307558","GSM4307582",0.978856560623594,FALSE,39899340,41233980
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307600","GSM4307601",0.978854798867521,FALSE,41154968,37395987
"GSE169140","GSM5176818,GSM5176819,GSM5176820,GSM5176","GSM5176820","GSM5176821",0.978852259282446,FALSE,14836310,10609144
"GSE198449","GSM5947095,GSM5947138,GSM5947156,GSM5947","GSM5948103","GSM5948849",0.978846341957311,FALSE,27217380,106858127
"GSE125437","GSM3574072,GSM3574073,GSM3574074,GSM3574","GSM3574079","GSM3574084",0.978845599173401,FALSE,20280759,21260992
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307571","GSM4307580",0.978841375264997,FALSE,39966171,27722217
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307587","GSM4307601",0.978835456256886,FALSE,36748448,37395987
"GSE168663,GSE168671","GSM5155399,GSM5155400,GSM5155401","GSM5155399","GSM5155400",0.978831198674734,FALSE,4687432,4762583
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307571","GSM4307598",0.978829485525217,FALSE,39966171,44175632
"GSE217421,GSE217424","GSM6717633,GSM6717634,GSM6717635,GSM6717","GSM6717637","GSM6717640",0.978826480987867,FALSE,15729818,20817530
"GSE240567","GSM7701820,GSM7701821,GSM7701822,GSM7701","GSM7701910","GSM7702179",0.978824549408199,FALSE,55391046,53709845
"GSE115421","GSM3177920,GSM3177921,GSM3177922,GSM3177","GSM3177926","GSM3177928",0.978809778032653,FALSE,13642292,16641439
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575956","GSM5575957",0.97880654270175,FALSE,5848919,14087387
"GSE155923","GSM4715892,GSM4715893,GSM4715894,GSM4715","GSM4715894","GSM4715896",0.978803437887382,FALSE,12955665,23629350
"GSE186145","GSM5639373,GSM5639374,GSM5639375,GSM5639","GSM5639392","GSM5639397",0.978800410121324,FALSE,27019092,28421421
"GSE158765","GSM4810058,GSM4809995,GSM4810157,GSM4810","GSM4809952","GSM4809954",0.978800012421118,FALSE,34276586,46449912
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307586","GSM4307621",0.978783710484102,FALSE,48865954,33959962
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575934","GSM5575935",0.978783137155711,FALSE,8070894,6995900
"GSE216540","GSM6678894,GSM6678895,GSM6678896,GSM6678","GSM6678896","GSM6678902",0.978780807598834,FALSE,42350071,42633658
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307571","GSM4307576",0.97878051561081,FALSE,39966171,41292712
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575936","GSM5575955",0.978779845006995,FALSE,9099654,6781062
"GSE217421,GSE217424","GSM6717633,GSM6717634,GSM6717635,GSM6717","GSM6717638","GSM6717648",0.978772263696281,FALSE,34324828,18704534
"GSE158765","GSM4810058,GSM4809995,GSM4810157,GSM4810","GSM4810015","GSM4810014",0.978761643594091,FALSE,36416722,38993035
"GSE97117,GSE97358","GSM2562506,GSM2562508,GSM2562510,GSM2562","GSM2562660","GSM2562664",0.978757425619635,FALSE,43750899,40299507
"GSE235768","GSM7509052,GSM7509053,GSM7509054","GSM7509052","GSM7509053",0.978757246277288,FALSE,4150516,4347726
"GSE64553","GSM1574089,GSM1574090,GSM1574091,GSM1574","GSM1574091","GSM1574095",0.97875697843763,FALSE,28460024,28282686
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575940","GSM5575950",0.978743730760366,FALSE,4839903,10487663
"GSE123468","GSM3504538,GSM3504539,GSM3504540,GSM3504","GSM3504545","GSM3504555",0.978743596494973,FALSE,38003556,39621288
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307565","GSM4307601",0.978741893700764,FALSE,38545349,37395987
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307581","GSM4307595",0.978739613532626,FALSE,40883879,35372022
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575932","GSM5575941",0.978739371075433,FALSE,5394275,8791909
"GSE97117,GSE97358","GSM2562506,GSM2562508,GSM2562510,GSM2562","GSM2562558","GSM2562598",0.978735096830527,FALSE,41090841,44519743
"GSE226358","GSM7073904,GSM7073906,GSM7073908,GSM7073","GSM7073906","GSM7073910",0.978731938451473,FALSE,18298774,17920082
"GSE221103,GSE221174","GSM6845380,GSM6845381,GSM6845382,GSM6845","GSM6845381","GSM6845389",0.978730086591246,FALSE,21840763,24264283
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307579","GSM4307585",0.978728874353203,FALSE,43865728,36062103
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575944","GSM5575946",0.978727801364455,FALSE,9929025,9187873
"GSE180181","GSM5454831,GSM5454832,GSM5454833,GSM5454","GSM5454832","GSM5454833",0.978727202265234,FALSE,13793594,4983569
"GSE80655","GSM2132216,GSM2132241,GSM2132243,GSM2132","GSM2132216","GSM2132404",0.978723450257707,FALSE,43222979,61448408
"GSE80655","GSM2132263,GSM2132284,GSM2132320,GSM2132","GSM2132367","GSM2132402",0.978716097003028,FALSE,67898795,79376002
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575932","GSM5575957",0.978715082182987,FALSE,5394275,14087387
"GSE217421,GSE217424","GSM6717633,GSM6717634,GSM6717635,GSM6717","GSM6717634","GSM6717635",0.978714837334892,FALSE,51384111,34635779
"GSE80655","GSM2132234,GSM2132242,GSM2132244,GSM2132","GSM2132343","GSM2132436",0.978701626530106,FALSE,66311995,70535118
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307576","GSM4307600",0.97870047272706,FALSE,41292712,41154968
"GSE240364","GSM7696786,GSM7696790,GSM7696798,GSM7696","GSM7696790","GSM7696798",0.978694829386669,FALSE,29186684,28260568
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307575","GSM4307622",0.978692263645449,FALSE,40110695,35758168
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307557","GSM4307589",0.978692219687698,FALSE,38907416,44745029
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307577","GSM4307605",0.978691981776567,FALSE,42760295,21031059
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307594","GSM4307602",0.978689617128001,FALSE,36392056,37260234
"GSE232176","GSM7316916,GSM7316917,GSM7316918,GSM7316","GSM7316918","GSM7316919",0.978684665708678,FALSE,19745135,21056365
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575948","GSM5575955",0.97868064487241,FALSE,7303839,6781062
"GSE213245","GSM6576415,GSM6576416","GSM6576415","GSM6576416",0.978678060747573,FALSE,24926106,21035334
"GSE97117,GSE97358","GSM2562505,GSM2562507,GSM2562509,GSM2562","GSM2562597","GSM2562647",0.978675158648563,FALSE,44778412,39228807
"GSE111016,GSE111017","GSM3020407,GSM3020408,GSM3020411,GSM3020","GSM3020423","GSM3020443",0.97867297878484,FALSE,58418753,53016381
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575933","GSM5575945",0.978667952656132,FALSE,10659072,6635093
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307567","GSM4307581",0.978651035201907,FALSE,43948379,40883879
"GSE180181","GSM5454823,GSM5454824,GSM5454825,GSM5454","GSM5454825","GSM5454826",0.978646608858435,FALSE,5287505,4844227
"GSE190181","GSM5717722,GSM5717723","GSM5717722","GSM5717723",0.978645111805749,FALSE,17629671,18428703
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307573","GSM4307586",0.978641461721637,FALSE,42479874,48865954
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307581","GSM4307598",0.978640502228169,FALSE,40883879,44175632
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575940","GSM5575945",0.97863902568922,FALSE,4839903,6635093
"GSE232435","GSM7333298,GSM7333299","GSM7333298","GSM7333299",0.978635974253271,FALSE,46346926,52088570
"GSE266932","GSM8289467,GSM8289468,GSM8289469","GSM8289468","GSM8289469",0.978634303429184,FALSE,19981215,23965579
"GSE183533","GSM5558945,GSM5558946,GSM5558947,GSM5558","GSM5558967","GSM5558973",0.978633593557771,FALSE,22147293,37262772
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575939","GSM5575959",0.978632624869272,FALSE,5945059,5313102
"GSE217099","GSM6705103,GSM6705104,GSM6705105","GSM6705104","GSM6705105",0.978620862117095,FALSE,33933951,35136012
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307557","GSM4307579",0.978619513617777,FALSE,38907416,43865728
"GSE162285","GSM4948450,GSM4948451,GSM4948452","GSM4948451","GSM4948452",0.978618208055687,FALSE,7061365,8344716
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575931","GSM5575939",0.97861809107776,FALSE,4773773,5945059
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307580","GSM4307597",0.978615976068901,FALSE,27722217,33250763
"GSE79544","GSM2097615,GSM2097616,GSM2097618,GSM2097","GSM2097615","GSM2097618",0.978615886718249,FALSE,10920844,11200680
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307575","GSM4307576",0.978610067561152,FALSE,40110695,41292712
"GSE158765","GSM4810058,GSM4809995,GSM4810157,GSM4810","GSM4810247","GSM4810248",0.978609879908767,FALSE,47190021,46680742
"GSE240370","GSM7696985,GSM7696986,GSM7696987,GSM7696","GSM7696999","GSM7697000",0.978607621127339,FALSE,17365460,18761893
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307576","GSM4307601",0.978604958980844,FALSE,41292712,37395987
"GSE266932","GSM8289470,GSM8289471,GSM8289472,GSM8289","GSM8289470","GSM8289473",0.978603579034922,FALSE,23064264,18076881
"GSE217421,GSE217424","GSM6717203,GSM6717207,GSM6717216,GSM6717","GSM6717216","GSM6717217",0.978600645496352,FALSE,52833162,34552220
"GSE97117,GSE97358","GSM2562505,GSM2562507,GSM2562509,GSM2562","GSM2562581","GSM2562657",0.978600032730938,FALSE,37130043,44085854
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575938","GSM5575940",0.978599623471534,FALSE,12687863,4839903
"GSE213245","GSM6576439,GSM6576440,GSM6576441,GSM6576","GSM6576460","GSM6576465",0.97859110338817,FALSE,18691497,21272010
"GSE111010,GSE111017","GSM3020155,GSM3020156,GSM3020158,GSM3020","GSM3020159","GSM3020165",0.978588531858126,FALSE,53035482,44999190
"GSE235462","GSM7502614,GSM7502615,GSM7502622,GSM7502","GSM7502622","GSM7502630",0.978577702634347,FALSE,42402372,42528383
"GSE122649,GSE122650","GSM3477217,GSM3477218,GSM3477219,GSM3477","GSM3477218","GSM3477220",0.978577190019439,FALSE,23402108,29745569
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575935","GSM5575944",0.97857542487203,FALSE,6995900,9929025
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575936","GSM5575953",0.978569334574394,FALSE,9099654,4936067
"GSE131526,GSE131528","GSM3785340,GSM3785341,GSM3785342","GSM3785340","GSM3785342",0.978567783986065,FALSE,8687346,8622029
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307567","GSM4307577",0.978567424971821,FALSE,43948379,42760295
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575946","GSM5575948",0.978560473797282,FALSE,9187873,7303839
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307580","GSM4307595",0.978560449286533,FALSE,27722217,35372022
"GSE195919","GSM5856391,GSM5856393","GSM5856391","GSM5856393",0.978560149117462,FALSE,18072543,18558204
"GSE111016,GSE111017","GSM3020407,GSM3020408,GSM3020411,GSM3020","GSM3020408","GSM3020434",0.978558653653268,FALSE,59624015,51309413
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307602","GSM4307622",0.978556288620918,FALSE,37260234,35758168
"GSE198248","GSM5941933,GSM5941934,GSM5941935","GSM5941934","GSM5941935",0.9785553289971,FALSE,7488054,8075371
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307577","GSM4307601",0.978553502008764,FALSE,42760295,37395987
"GSE81405,GSE81406","GSM2430225,GSM2430226,GSM2430227","GSM2430225","GSM2430226",0.978548961904259,FALSE,18595064,18144954
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307563","GSM4307579",0.978546653169719,FALSE,35749768,43865728
"GSE213001","GSM6568321,GSM6568334,GSM6568343,GSM6568","GSM6568343","GSM6568354",0.978546270520307,FALSE,12537321,8433685
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575948","GSM5575952",0.97854586167023,FALSE,7303839,11448889
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307575","GSM4307580",0.978545428684232,FALSE,40110695,27722217
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307580","GSM4307584",0.978533547759468,FALSE,27722217,37738638
"GSE242706","GSM7767414,GSM7767415,GSM7767416,GSM7767","GSM7767414","GSM7767416",0.978532501801939,FALSE,22124181,24931598
"GSE210196","GSM6423281,GSM6423282,GSM6423289,GSM6423","GSM6423281","GSM6423290",0.978528832744157,FALSE,34166798,50005373
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307576","GSM4307577",0.978523721181204,FALSE,41292712,42760295
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307575","GSM4307581",0.978517821436595,FALSE,40110695,40883879
"GSE228210,GSE228212","GSM7116866,GSM7116867,GSM7116868","GSM7116866","GSM7116868",0.978513056616664,FALSE,31413815,52242889
"GSE213245","GSM6576381,GSM6576382,GSM6576383,GSM6576","GSM6576382","GSM6576417",0.978507842241552,FALSE,28070598,23183739
"GSE118313","GSM3324649,GSM3324650,GSM3324651,GSM3324","GSM3324658","GSM3324660",0.978504568249233,FALSE,7255778,6964731
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575946","GSM5575956",0.978493933881367,FALSE,9187873,5848919
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307575","GSM4307602",0.978487350736626,FALSE,40110695,37260234
"GSE217421,GSE217424","GSM6717321,GSM6717322,GSM6717323,GSM6717","GSM6717345","GSM6717346",0.978485673089734,FALSE,22432819,18059556
"GSE93385","GSM2452289,GSM2452290,GSM2452291","GSM2452289","GSM2452291",0.978483291135171,FALSE,8427773,5091019
"GSE125437","GSM3574072,GSM3574073,GSM3574074,GSM3574","GSM3574074","GSM3574083",0.978477661541301,FALSE,22961623,12670193
"GSE161087,GSE161101","GSM4889436,GSM4889437,GSM4889438","GSM4889436","GSM4889437",0.97847703036407,FALSE,5018597,4861577
"GSE97117,GSE97358","GSM2562505,GSM2562507,GSM2562509,GSM2562","GSM2562627","GSM2562667",0.9784753907612,FALSE,36019378,44091780
"GSE80655","GSM2132203,GSM2132217,GSM2132224,GSM2132","GSM2132301","GSM2132337",0.978473019999373,FALSE,60200789,91238033
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575946","GSM5575959",0.978469307868338,FALSE,9187873,5313102
"GSE144775","GSM4295460,GSM4295461,GSM4295462,GSM4295","GSM4295467","GSM4295471",0.978468618395327,FALSE,4488744,2790522
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307577","GSM4307594",0.978467526827795,FALSE,42760295,36392056
"GSE184017","GSM5575931,GSM5575932,GSM5575933,GSM5575","GSM5575931","GSM5575940",0.978460745476323,FALSE,4773773,4839903
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307557","GSM4307562",0.978460008281569,FALSE,38907416,40403699
"GSE198449","GSM5947180,GSM5947205,GSM5947208,GSM5947","GSM5947323","GSM5947472",0.978458754013397,FALSE,17638916,17413019
"GSE104193","GSM2791578,GSM2791582,GSM2791586,GSM2791","GSM2791586","GSM2791590",0.978458062851762,FALSE,36518628,33304423
"GSE211244","GSM6459616,GSM6459617","GSM6459616","GSM6459617",0.978454697620771,FALSE,21881533,28548653
"GSE144775","GSM4295616,GSM4295617,GSM4295618,GSM4295","GSM4295617","GSM4295619",0.978453973636173,FALSE,3829815,3160594
"GSE80655","GSM2132234,GSM2132242,GSM2132244,GSM2132","GSM2132308","GSM2132436",0.978452919007065,FALSE,57816870,70535118
"GSE147339","GSM4426266,GSM4426268,GSM4426269,GSM4426","GSM4426268","GSM4426283",0.978452365372877,FALSE,28054578,31305178
"GSE228990","GSM7147052,GSM7147053,GSM7147054,GSM7147","GSM7147053","GSM7147069",0.97845221433192,FALSE,23581443,24592195
"GSE228990","GSM7147052,GSM7147053,GSM7147054,GSM7147","GSM7147056","GSM7147060",0.978450370080231,FALSE,25632876,19914034
"GSE80655","GSM2132234,GSM2132242,GSM2132244,GSM2132","GSM2132343","GSM2132414",0.978449894473469,FALSE,66311995,67660889
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307576","GSM4307579",0.978449317463636,FALSE,41292712,43865728
"GSE111010,GSE111017","GSM3020155,GSM3020156,GSM3020158,GSM3020","GSM3020166","GSM3020180",0.978449006380454,FALSE,41843301,48966716
"GSE164884","GSM5022420,GSM5022421,GSM5022424,GSM5022","GSM5022420","GSM5022421",0.978446444672287,FALSE,17924584,17834337
"GSE147250","GSM4422627,GSM4422628,GSM4422629,GSM4422","GSM4422628","GSM4422629",0.978443704068781,FALSE,42211535,37052485
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307580","GSM4307622",0.978441720314799,FALSE,27722217,35758168
"GSE145154","GSM4307568,GSM4307608,GSM4307609,GSM4307","GSM4307609","GSM4307614",0.978439945260159,FALSE,38626665,40442777
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307573","GSM4307583",0.978436411274737,FALSE,42479874,41391425
"GSE194434","GSM5835645,GSM5835646,GSM5835647,GSM5835","GSM5835646","GSM5835650",0.97843574328229,FALSE,27609895,31893738
"GSE95413","GSM2510263,GSM2510270,GSM2510260,GSM2510","GSM2510269","GSM2510272",0.978428919417153,FALSE,6039033,6543290
"GSE168705","GSM5159106,GSM5159107,GSM5159108,GSM5159","GSM5381664","GSM5381676",0.978428652957536,FALSE,16553865,18356441
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307562","GSM4307597",0.978428107207119,FALSE,40403699,33250763
"GSE213245","GSM6576381,GSM6576382,GSM6576383,GSM6576","GSM6576383","GSM6576391",0.978424708044169,FALSE,30484512,29326011
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307579","GSM4307580",0.978424431050555,FALSE,43865728,27722217
"GSE144775","GSM4295460,GSM4295461,GSM4295462,GSM4295","GSM4295470","GSM4295476",0.97842433285201,FALSE,3776992,3987694
"GSE152699,GSE152723","GSM4624030,GSM4624031,GSM4624032","GSM4624030","GSM4624031",0.978421747578114,FALSE,14654655,14929762
"GSE145154","GSM4307557,GSM4307558,GSM4307559,GSM4307","GSM4307599","GSM4307622",0.978417487435203,FALSE,41469441,35758168
"GSE145154","GSM4307568,GSM4307608,GSM4307609,GSM4307","GSM4307613","GSM4307618",0.978416549885052,FALSE,41708361,39706438
"GSE145154","GSM4307568,GSM4307608,GSM4307609,GSM4307","GSM4307611","GSM4307614",0.978413106468337,FALSE,45151041,40442777
"GSE121376","GSM3433476,GSM3433477,GSM3433478,GSM3433","GSM3433488","GSM3433493",0.978410992011402,FALSE,10936350,13767474
