"studio","a","b","ta","tb","r","stessa_libreria"
"GSE116899","GSM3263501","GSM3263502","332b_C2CUGACXX_AGTCAA_L002","387b_C2CUGACXX_GTCCGC_L001",0.859012009687792,FALSE
"GSE116899","GSM3263492","GSM3263503","226b_C2CUGACXX_GATCAG_L001","387b_C2CUGACXX_GTCCGC_L002",0.856162500600124,FALSE
"GSE116899","GSM3263493","GSM3263503","226b_C2CUGACXX_GATCAG_L002","387b_C2CUGACXX_GTCCGC_L002",0.856781480183043,FALSE
"GSE116899","GSM3263494","GSM3263503","226sf_C2CUGACXX_CGTACG_L001","387b_C2CUGACXX_GTCCGC_L002",0.84277881764846,FALSE
"GSE116899","GSM3263495","GSM3263503","226sf_C2CUGACXX_CGTACG_L002","387b_C2CUGACXX_GTCCGC_L002",0.84572955778389,FALSE
"GSE116899","GSM3263496","GSM3263503","271b_C2CUGACXX_GAGTGG_L001","387b_C2CUGACXX_GTCCGC_L002",0.847139164651424,FALSE
"GSE116899","GSM3263497","GSM3263503","271b_C2CUGACXX_GAGTGG_L002","387b_C2CUGACXX_GTCCGC_L002",0.848375654943095,FALSE
"GSE116899","GSM3263498","GSM3263503","271sf_C2CUGACXX_GTTTCG_L001","387b_C2CUGACXX_GTCCGC_L002",0.846456395255793,FALSE
"GSE116899","GSM3263499","GSM3263503","271sf_C2CUGACXX_GTTTCG_L002","387b_C2CUGACXX_GTCCGC_L002",0.842821772233242,FALSE
"GSE116899","GSM3263500","GSM3263503","332b_C2CUGACXX_AGTCAA_L001","387b_C2CUGACXX_GTCCGC_L002",0.860258720939238,FALSE
"GSE116899","GSM3263501","GSM3263503","332b_C2CUGACXX_AGTCAA_L002","387b_C2CUGACXX_GTCCGC_L002",0.860391605244938,FALSE
"GSE116899","GSM3263502","GSM3263503","387b_C2CUGACXX_GTCCGC_L001","387b_C2CUGACXX_GTCCGC_L002",0.882204537131705,TRUE
"GSE116899","GSM3263492","GSM3263504","226b_C2CUGACXX_GATCAG_L001","396b_C2CUGACXX_AGTTCC_L001",0.853329838787884,FALSE
"GSE116899","GSM3263493","GSM3263504","226b_C2CUGACXX_GATCAG_L002","396b_C2CUGACXX_AGTTCC_L001",0.853639461227031,FALSE
"GSE116899","GSM3263494","GSM3263504","226sf_C2CUGACXX_CGTACG_L001","396b_C2CUGACXX_AGTTCC_L001",0.838030457661726,FALSE
"GSE116899","GSM3263495","GSM3263504","226sf_C2CUGACXX_CGTACG_L002","396b_C2CUGACXX_AGTTCC_L001",0.838703083582445,FALSE
"GSE116899","GSM3263496","GSM3263504","271b_C2CUGACXX_GAGTGG_L001","396b_C2CUGACXX_AGTTCC_L001",0.842779819189125,FALSE
"GSE116899","GSM3263497","GSM3263504","271b_C2CUGACXX_GAGTGG_L002","396b_C2CUGACXX_AGTTCC_L001",0.842676350921714,FALSE
"GSE116899","GSM3263498","GSM3263504","271sf_C2CUGACXX_GTTTCG_L001","396b_C2CUGACXX_AGTTCC_L001",0.840741027928883,FALSE
"GSE116899","GSM3263499","GSM3263504","271sf_C2CUGACXX_GTTTCG_L002","396b_C2CUGACXX_AGTTCC_L001",0.838090785314566,FALSE
"GSE116899","GSM3263500","GSM3263504","332b_C2CUGACXX_AGTCAA_L001","396b_C2CUGACXX_AGTTCC_L001",0.857201517082274,FALSE
"GSE116899","GSM3263501","GSM3263504","332b_C2CUGACXX_AGTCAA_L002","396b_C2CUGACXX_AGTTCC_L001",0.855623275403915,FALSE
"GSE116899","GSM3263502","GSM3263504","387b_C2CUGACXX_GTCCGC_L001","396b_C2CUGACXX_AGTTCC_L001",0.864756526588088,FALSE
"GSE116899","GSM3263503","GSM3263504","387b_C2CUGACXX_GTCCGC_L002","396b_C2CUGACXX_AGTTCC_L001",0.865851058687287,FALSE
"GSE116899","GSM3263492","GSM3263505","226b_C2CUGACXX_GATCAG_L001","396b_C2CUGACXX_AGTTCC_L002",0.853001798659977,FALSE
"GSE116899","GSM3263493","GSM3263505","226b_C2CUGACXX_GATCAG_L002","396b_C2CUGACXX_AGTTCC_L002",0.85232100793227,FALSE
"GSE116899","GSM3263494","GSM3263505","226sf_C2CUGACXX_CGTACG_L001","396b_C2CUGACXX_AGTTCC_L002",0.836353508511517,FALSE
"GSE116899","GSM3263495","GSM3263505","226sf_C2CUGACXX_CGTACG_L002","396b_C2CUGACXX_AGTTCC_L002",0.841108721540076,FALSE
"GSE116899","GSM3263496","GSM3263505","271b_C2CUGACXX_GAGTGG_L001","396b_C2CUGACXX_AGTTCC_L002",0.84279062062436,FALSE
"GSE116899","GSM3263497","GSM3263505","271b_C2CUGACXX_GAGTGG_L002","396b_C2CUGACXX_AGTTCC_L002",0.844350921019085,FALSE
"GSE116899","GSM3263498","GSM3263505","271sf_C2CUGACXX_GTTTCG_L001","396b_C2CUGACXX_AGTTCC_L002",0.838142711156859,FALSE
"GSE116899","GSM3263499","GSM3263505","271sf_C2CUGACXX_GTTTCG_L002","396b_C2CUGACXX_AGTTCC_L002",0.837852383444062,FALSE
"GSE116899","GSM3263500","GSM3263505","332b_C2CUGACXX_AGTCAA_L001","396b_C2CUGACXX_AGTTCC_L002",0.854859428501241,FALSE
"GSE116899","GSM3263501","GSM3263505","332b_C2CUGACXX_AGTCAA_L002","396b_C2CUGACXX_AGTTCC_L002",0.853936750788693,FALSE
"GSE116899","GSM3263502","GSM3263505","387b_C2CUGACXX_GTCCGC_L001","396b_C2CUGACXX_AGTTCC_L002",0.861530071633304,FALSE
"GSE116899","GSM3263503","GSM3263505","387b_C2CUGACXX_GTCCGC_L002","396b_C2CUGACXX_AGTTCC_L002",0.865826784028557,FALSE
"GSE116899","GSM3263504","GSM3263505","396b_C2CUGACXX_AGTTCC_L001","396b_C2CUGACXX_AGTTCC_L002",0.884985403235913,TRUE
"GSE116899","GSM3263492","GSM3263506","226b_C2CUGACXX_GATCAG_L001","416b_C2CUGACXX_GTGGCC_L001",0.8494022780404,FALSE
"GSE116899","GSM3263493","GSM3263506","226b_C2CUGACXX_GATCAG_L002","416b_C2CUGACXX_GTGGCC_L001",0.850612431537451,FALSE
"GSE116899","GSM3263494","GSM3263506","226sf_C2CUGACXX_CGTACG_L001","416b_C2CUGACXX_GTGGCC_L001",0.830959176714923,FALSE
"GSE116899","GSM3263495","GSM3263506","226sf_C2CUGACXX_CGTACG_L002","416b_C2CUGACXX_GTGGCC_L001",0.834798379485306,FALSE
"GSE116899","GSM3263496","GSM3263506","271b_C2CUGACXX_GAGTGG_L001","416b_C2CUGACXX_GTGGCC_L001",0.842232126873577,FALSE
"GSE116899","GSM3263497","GSM3263506","271b_C2CUGACXX_GAGTGG_L002","416b_C2CUGACXX_GTGGCC_L001",0.843509658315077,FALSE
"GSE116899","GSM3263498","GSM3263506","271sf_C2CUGACXX_GTTTCG_L001","416b_C2CUGACXX_GTGGCC_L001",0.837434304785121,FALSE
"GSE116899","GSM3263499","GSM3263506","271sf_C2CUGACXX_GTTTCG_L002","416b_C2CUGACXX_GTGGCC_L001",0.836140129064894,FALSE
"GSE116899","GSM3263500","GSM3263506","332b_C2CUGACXX_AGTCAA_L001","416b_C2CUGACXX_GTGGCC_L001",0.855340125204769,FALSE
"GSE116899","GSM3263501","GSM3263506","332b_C2CUGACXX_AGTCAA_L002","416b_C2CUGACXX_GTGGCC_L001",0.851891392654469,FALSE
"GSE116899","GSM3263502","GSM3263506","387b_C2CUGACXX_GTCCGC_L001","416b_C2CUGACXX_GTGGCC_L001",0.862319054541734,FALSE
"GSE116899","GSM3263503","GSM3263506","387b_C2CUGACXX_GTCCGC_L002","416b_C2CUGACXX_GTGGCC_L001",0.864693287911816,FALSE
"GSE116899","GSM3263504","GSM3263506","396b_C2CUGACXX_AGTTCC_L001","416b_C2CUGACXX_GTGGCC_L001",0.869298212515629,FALSE
"GSE116899","GSM3263505","GSM3263506","396b_C2CUGACXX_AGTTCC_L002","416b_C2CUGACXX_GTGGCC_L001",0.869717587545613,FALSE
"GSE116899","GSM3263492","GSM3263507","226b_C2CUGACXX_GATCAG_L001","416b_C2CUGACXX_GTGGCC_L002",0.84651356855462,FALSE
"GSE116899","GSM3263493","GSM3263507","226b_C2CUGACXX_GATCAG_L002","416b_C2CUGACXX_GTGGCC_L002",0.849116672950502,FALSE
"GSE116899","GSM3263494","GSM3263507","226sf_C2CUGACXX_CGTACG_L001","416b_C2CUGACXX_GTGGCC_L002",0.83033463908511,FALSE
"GSE116899","GSM3263495","GSM3263507","226sf_C2CUGACXX_CGTACG_L002","416b_C2CUGACXX_GTGGCC_L002",0.833528029613682,FALSE
"GSE116899","GSM3263496","GSM3263507","271b_C2CUGACXX_GAGTGG_L001","416b_C2CUGACXX_GTGGCC_L002",0.840548106815061,FALSE
"GSE116899","GSM3263497","GSM3263507","271b_C2CUGACXX_GAGTGG_L002","416b_C2CUGACXX_GTGGCC_L002",0.843712329222525,FALSE
"GSE116899","GSM3263498","GSM3263507","271sf_C2CUGACXX_GTTTCG_L001","416b_C2CUGACXX_GTGGCC_L002",0.835735667914534,FALSE
"GSE116899","GSM3263499","GSM3263507","271sf_C2CUGACXX_GTTTCG_L002","416b_C2CUGACXX_GTGGCC_L002",0.833333957981067,FALSE
"GSE116899","GSM3263500","GSM3263507","332b_C2CUGACXX_AGTCAA_L001","416b_C2CUGACXX_GTGGCC_L002",0.85271153911771,FALSE
"GSE116899","GSM3263501","GSM3263507","332b_C2CUGACXX_AGTCAA_L002","416b_C2CUGACXX_GTGGCC_L002",0.851947574299102,FALSE
"GSE116899","GSM3263502","GSM3263507","387b_C2CUGACXX_GTCCGC_L001","416b_C2CUGACXX_GTGGCC_L002",0.859512909162642,FALSE
"GSE116899","GSM3263503","GSM3263507","387b_C2CUGACXX_GTCCGC_L002","416b_C2CUGACXX_GTGGCC_L002",0.860864504241814,FALSE
"GSE116899","GSM3263504","GSM3263507","396b_C2CUGACXX_AGTTCC_L001","416b_C2CUGACXX_GTGGCC_L002",0.866762687720489,FALSE
"GSE116899","GSM3263505","GSM3263507","396b_C2CUGACXX_AGTTCC_L002","416b_C2CUGACXX_GTGGCC_L002",0.869114662459998,FALSE
"GSE116899","GSM3263506","GSM3263507","416b_C2CUGACXX_GTGGCC_L001","416b_C2CUGACXX_GTGGCC_L002",0.889094962754466,TRUE
"GSE116899","GSM3263492","GSM3263508","226b_C2CUGACXX_GATCAG_L001","416sf_C2CUGACXX_GTGAAA_L001",0.826320466924527,FALSE
"GSE116899","GSM3263493","GSM3263508","226b_C2CUGACXX_GATCAG_L002","416sf_C2CUGACXX_GTGAAA_L001",0.827935523813074,FALSE
"GSE116899","GSM3263494","GSM3263508","226sf_C2CUGACXX_CGTACG_L001","416sf_C2CUGACXX_GTGAAA_L001",0.835108857465951,FALSE
"GSE116899","GSM3263495","GSM3263508","226sf_C2CUGACXX_CGTACG_L002","416sf_C2CUGACXX_GTGAAA_L001",0.838732198357019,FALSE
"GSE116899","GSM3263496","GSM3263508","271b_C2CUGACXX_GAGTGG_L001","416sf_C2CUGACXX_GTGAAA_L001",0.818331406184274,FALSE
"GSE116899","GSM3263497","GSM3263508","271b_C2CUGACXX_GAGTGG_L002","416sf_C2CUGACXX_GTGAAA_L001",0.82042821924704,FALSE
"GSE116899","GSM3263498","GSM3263508","271sf_C2CUGACXX_GTTTCG_L001","416sf_C2CUGACXX_GTGAAA_L001",0.838037977127847,FALSE
"GSE116899","GSM3263499","GSM3263508","271sf_C2CUGACXX_GTTTCG_L002","416sf_C2CUGACXX_GTGAAA_L001",0.8334267394377,FALSE
"GSE116899","GSM3263500","GSM3263508","332b_C2CUGACXX_AGTCAA_L001","416sf_C2CUGACXX_GTGAAA_L001",0.836599431220457,FALSE
"GSE116899","GSM3263501","GSM3263508","332b_C2CUGACXX_AGTCAA_L002","416sf_C2CUGACXX_GTGAAA_L001",0.835515933872916,FALSE
"GSE116899","GSM3263502","GSM3263508","387b_C2CUGACXX_GTCCGC_L001","416sf_C2CUGACXX_GTGAAA_L001",0.84049864741569,FALSE
"GSE116899","GSM3263503","GSM3263508","387b_C2CUGACXX_GTCCGC_L002","416sf_C2CUGACXX_GTGAAA_L001",0.844129817548345,FALSE
"GSE116899","GSM3263504","GSM3263508","396b_C2CUGACXX_AGTTCC_L001","416sf_C2CUGACXX_GTGAAA_L001",0.838771525185327,FALSE
"GSE116899","GSM3263505","GSM3263508","396b_C2CUGACXX_AGTTCC_L002","416sf_C2CUGACXX_GTGAAA_L001",0.842831338470292,FALSE
"GSE116899","GSM3263506","GSM3263508","416b_C2CUGACXX_GTGGCC_L001","416sf_C2CUGACXX_GTGAAA_L001",0.85054388971915,FALSE
"GSE116899","GSM3263507","GSM3263508","416b_C2CUGACXX_GTGGCC_L002","416sf_C2CUGACXX_GTGAAA_L001",0.850303846357925,FALSE
"GSE116899","GSM3263492","GSM3263509","226b_C2CUGACXX_GATCAG_L001","416sf_C2CUGACXX_GTGAAA_L002",0.825573944637529,FALSE
"GSE116899","GSM3263493","GSM3263509","226b_C2CUGACXX_GATCAG_L002","416sf_C2CUGACXX_GTGAAA_L002",0.826737850485261,FALSE
"GSE116899","GSM3263494","GSM3263509","226sf_C2CUGACXX_CGTACG_L001","416sf_C2CUGACXX_GTGAAA_L002",0.83327903463367,FALSE
"GSE116899","GSM3263495","GSM3263509","226sf_C2CUGACXX_CGTACG_L002","416sf_C2CUGACXX_GTGAAA_L002",0.836031311398635,FALSE
"GSE116899","GSM3263496","GSM3263509","271b_C2CUGACXX_GAGTGG_L001","416sf_C2CUGACXX_GTGAAA_L002",0.820926406679442,FALSE
"GSE116899","GSM3263497","GSM3263509","271b_C2CUGACXX_GAGTGG_L002","416sf_C2CUGACXX_GTGAAA_L002",0.8207409371364,FALSE
"GSE116899","GSM3263498","GSM3263509","271sf_C2CUGACXX_GTTTCG_L001","416sf_C2CUGACXX_GTGAAA_L002",0.838069067301803,FALSE
"GSE116899","GSM3263499","GSM3263509","271sf_C2CUGACXX_GTTTCG_L002","416sf_C2CUGACXX_GTGAAA_L002",0.834625376513039,FALSE
"GSE116899","GSM3263500","GSM3263509","332b_C2CUGACXX_AGTCAA_L001","416sf_C2CUGACXX_GTGAAA_L002",0.836368035766785,FALSE
"GSE116899","GSM3263501","GSM3263509","332b_C2CUGACXX_AGTCAA_L002","416sf_C2CUGACXX_GTGAAA_L002",0.833693906380726,FALSE
"GSE116899","GSM3263502","GSM3263509","387b_C2CUGACXX_GTCCGC_L001","416sf_C2CUGACXX_GTGAAA_L002",0.839882757188068,FALSE
"GSE116899","GSM3263503","GSM3263509","387b_C2CUGACXX_GTCCGC_L002","416sf_C2CUGACXX_GTGAAA_L002",0.843309781897892,FALSE
"GSE116899","GSM3263504","GSM3263509","396b_C2CUGACXX_AGTTCC_L001","416sf_C2CUGACXX_GTGAAA_L002",0.83996359877891,FALSE
"GSE116899","GSM3263505","GSM3263509","396b_C2CUGACXX_AGTTCC_L002","416sf_C2CUGACXX_GTGAAA_L002",0.840996382832855,FALSE
"GSE116899","GSM3263506","GSM3263509","416b_C2CUGACXX_GTGGCC_L001","416sf_C2CUGACXX_GTGAAA_L002",0.852642804622567,FALSE
"GSE116899","GSM3263507","GSM3263509","416b_C2CUGACXX_GTGGCC_L002","416sf_C2CUGACXX_GTGAAA_L002",0.852767214114936,FALSE
"GSE116899","GSM3263508","GSM3263509","416sf_C2CUGACXX_GTGAAA_L001","416sf_C2CUGACXX_GTGAAA_L002",0.873998257981976,TRUE
"GSE116899","GSM3263492","GSM3263510","226b_C2CUGACXX_GATCAG_L001","431b_C2CUGACXX_TAGCTT_L001",0.849204265706226,FALSE
"GSE116899","GSM3263493","GSM3263510","226b_C2CUGACXX_GATCAG_L002","431b_C2CUGACXX_TAGCTT_L001",0.849406711343125,FALSE
"GSE116899","GSM3263494","GSM3263510","226sf_C2CUGACXX_CGTACG_L001","431b_C2CUGACXX_TAGCTT_L001",0.836992043316,FALSE
"GSE116899","GSM3263495","GSM3263510","226sf_C2CUGACXX_CGTACG_L002","431b_C2CUGACXX_TAGCTT_L001",0.837024009606734,FALSE
"GSE116899","GSM3263496","GSM3263510","271b_C2CUGACXX_GAGTGG_L001","431b_C2CUGACXX_TAGCTT_L001",0.844534487021529,FALSE
"GSE116899","GSM3263497","GSM3263510","271b_C2CUGACXX_GAGTGG_L002","431b_C2CUGACXX_TAGCTT_L001",0.846013301226144,FALSE
"GSE116899","GSM3263498","GSM3263510","271sf_C2CUGACXX_GTTTCG_L001","431b_C2CUGACXX_TAGCTT_L001",0.842228703666739,FALSE
"GSE116899","GSM3263499","GSM3263510","271sf_C2CUGACXX_GTTTCG_L002","431b_C2CUGACXX_TAGCTT_L001",0.842585978102714,FALSE
"GSE116899","GSM3263500","GSM3263510","332b_C2CUGACXX_AGTCAA_L001","431b_C2CUGACXX_TAGCTT_L001",0.85801159041391,FALSE
"GSE116899","GSM3263501","GSM3263510","332b_C2CUGACXX_AGTCAA_L002","431b_C2CUGACXX_TAGCTT_L001",0.857071390396658,FALSE
"GSE116899","GSM3263502","GSM3263510","387b_C2CUGACXX_GTCCGC_L001","431b_C2CUGACXX_TAGCTT_L001",0.859571393334978,FALSE
"GSE116899","GSM3263503","GSM3263510","387b_C2CUGACXX_GTCCGC_L002","431b_C2CUGACXX_TAGCTT_L001",0.862454352210151,FALSE
"GSE116899","GSM3263504","GSM3263510","396b_C2CUGACXX_AGTTCC_L001","431b_C2CUGACXX_TAGCTT_L001",0.864198296589169,FALSE
"GSE116899","GSM3263505","GSM3263510","396b_C2CUGACXX_AGTTCC_L002","431b_C2CUGACXX_TAGCTT_L001",0.864035394706536,FALSE
"GSE116899","GSM3263506","GSM3263510","416b_C2CUGACXX_GTGGCC_L001","431b_C2CUGACXX_TAGCTT_L001",0.86661314612811,FALSE
"GSE116899","GSM3263507","GSM3263510","416b_C2CUGACXX_GTGGCC_L002","431b_C2CUGACXX_TAGCTT_L001",0.866207067443377,FALSE
"GSE116899","GSM3263508","GSM3263510","416sf_C2CUGACXX_GTGAAA_L001","431b_C2CUGACXX_TAGCTT_L001",0.846655620094205,FALSE
"GSE116899","GSM3263509","GSM3263510","416sf_C2CUGACXX_GTGAAA_L002","431b_C2CUGACXX_TAGCTT_L001",0.844425151113785,FALSE
"GSE116899","GSM3263492","GSM3263511","226b_C2CUGACXX_GATCAG_L001","431b_C2CUGACXX_TAGCTT_L002",0.848317996545446,FALSE
"GSE116899","GSM3263493","GSM3263511","226b_C2CUGACXX_GATCAG_L002","431b_C2CUGACXX_TAGCTT_L002",0.851839943607827,FALSE
"GSE116899","GSM3263494","GSM3263511","226sf_C2CUGACXX_CGTACG_L001","431b_C2CUGACXX_TAGCTT_L002",0.836695344873054,FALSE
"GSE116899","GSM3263495","GSM3263511","226sf_C2CUGACXX_CGTACG_L002","431b_C2CUGACXX_TAGCTT_L002",0.839267187349065,FALSE
"GSE116899","GSM3263496","GSM3263511","271b_C2CUGACXX_GAGTGG_L001","431b_C2CUGACXX_TAGCTT_L002",0.844260974180314,FALSE
"GSE116899","GSM3263497","GSM3263511","271b_C2CUGACXX_GAGTGG_L002","431b_C2CUGACXX_TAGCTT_L002",0.845328270531513,FALSE
"GSE116899","GSM3263498","GSM3263511","271sf_C2CUGACXX_GTTTCG_L001","431b_C2CUGACXX_TAGCTT_L002",0.842190440850139,FALSE
"GSE116899","GSM3263499","GSM3263511","271sf_C2CUGACXX_GTTTCG_L002","431b_C2CUGACXX_TAGCTT_L002",0.839606306261576,FALSE
"GSE116899","GSM3263500","GSM3263511","332b_C2CUGACXX_AGTCAA_L001","431b_C2CUGACXX_TAGCTT_L002",0.856959377958622,FALSE
"GSE116899","GSM3263501","GSM3263511","332b_C2CUGACXX_AGTCAA_L002","431b_C2CUGACXX_TAGCTT_L002",0.858977534796398,FALSE
"GSE116899","GSM3263502","GSM3263511","387b_C2CUGACXX_GTCCGC_L001","431b_C2CUGACXX_TAGCTT_L002",0.860991822150037,FALSE
"GSE116899","GSM3263503","GSM3263511","387b_C2CUGACXX_GTCCGC_L002","431b_C2CUGACXX_TAGCTT_L002",0.862905454701051,FALSE
"GSE116899","GSM3263504","GSM3263511","396b_C2CUGACXX_AGTTCC_L001","431b_C2CUGACXX_TAGCTT_L002",0.8654410735327,FALSE
"GSE116899","GSM3263505","GSM3263511","396b_C2CUGACXX_AGTTCC_L002","431b_C2CUGACXX_TAGCTT_L002",0.864552990169317,FALSE
"GSE116899","GSM3263506","GSM3263511","416b_C2CUGACXX_GTGGCC_L001","431b_C2CUGACXX_TAGCTT_L002",0.866967615406239,FALSE
"GSE116899","GSM3263507","GSM3263511","416b_C2CUGACXX_GTGGCC_L002","431b_C2CUGACXX_TAGCTT_L002",0.866763032073811,FALSE
"GSE116899","GSM3263508","GSM3263511","416sf_C2CUGACXX_GTGAAA_L001","431b_C2CUGACXX_TAGCTT_L002",0.844733525055999,FALSE
"GSE116899","GSM3263509","GSM3263511","416sf_C2CUGACXX_GTGAAA_L002","431b_C2CUGACXX_TAGCTT_L002",0.844918513666181,FALSE
"GSE116899","GSM3263510","GSM3263511","431b_C2CUGACXX_TAGCTT_L001","431b_C2CUGACXX_TAGCTT_L002",0.889639111344266,TRUE
"GSE116899","GSM3263492","GSM3263512","226b_C2CUGACXX_GATCAG_L001","435b_C2CUGACXX_CTTGTA_L001",0.855879038846941,FALSE
"GSE116899","GSM3263493","GSM3263512","226b_C2CUGACXX_GATCAG_L002","435b_C2CUGACXX_CTTGTA_L001",0.856476024950535,FALSE
"GSE116899","GSM3263494","GSM3263512","226sf_C2CUGACXX_CGTACG_L001","435b_C2CUGACXX_CTTGTA_L001",0.836777278137932,FALSE
"GSE116899","GSM3263495","GSM3263512","226sf_C2CUGACXX_CGTACG_L002","435b_C2CUGACXX_CTTGTA_L001",0.841983035072548,FALSE
"GSE116899","GSM3263496","GSM3263512","271b_C2CUGACXX_GAGTGG_L001","435b_C2CUGACXX_CTTGTA_L001",0.8497174472508,FALSE
"GSE116899","GSM3263497","GSM3263512","271b_C2CUGACXX_GAGTGG_L002","435b_C2CUGACXX_CTTGTA_L001",0.850495285745335,FALSE
"GSE116899","GSM3263498","GSM3263512","271sf_C2CUGACXX_GTTTCG_L001","435b_C2CUGACXX_CTTGTA_L001",0.844817627107016,FALSE
"GSE116899","GSM3263499","GSM3263512","271sf_C2CUGACXX_GTTTCG_L002","435b_C2CUGACXX_CTTGTA_L001",0.842679870457086,FALSE
"GSE116899","GSM3263500","GSM3263512","332b_C2CUGACXX_AGTCAA_L001","435b_C2CUGACXX_CTTGTA_L001",0.859767442062637,FALSE
"GSE116899","GSM3263501","GSM3263512","332b_C2CUGACXX_AGTCAA_L002","435b_C2CUGACXX_CTTGTA_L001",0.860983225380324,FALSE
"GSE116899","GSM3263502","GSM3263512","387b_C2CUGACXX_GTCCGC_L001","435b_C2CUGACXX_CTTGTA_L001",0.862471637012336,FALSE
"GSE116899","GSM3263503","GSM3263512","387b_C2CUGACXX_GTCCGC_L002","435b_C2CUGACXX_CTTGTA_L001",0.866599657283293,FALSE
"GSE116899","GSM3263504","GSM3263512","396b_C2CUGACXX_AGTTCC_L001","435b_C2CUGACXX_CTTGTA_L001",0.867555411641916,FALSE
"GSE116899","GSM3263505","GSM3263512","396b_C2CUGACXX_AGTTCC_L002","435b_C2CUGACXX_CTTGTA_L001",0.866489580936564,FALSE
"GSE116899","GSM3263506","GSM3263512","416b_C2CUGACXX_GTGGCC_L001","435b_C2CUGACXX_CTTGTA_L001",0.866949635057497,FALSE
"GSE116899","GSM3263507","GSM3263512","416b_C2CUGACXX_GTGGCC_L002","435b_C2CUGACXX_CTTGTA_L001",0.866214314274285,FALSE
"GSE116899","GSM3263508","GSM3263512","416sf_C2CUGACXX_GTGAAA_L001","435b_C2CUGACXX_CTTGTA_L001",0.843361434341444,FALSE
"GSE116899","GSM3263509","GSM3263512","416sf_C2CUGACXX_GTGAAA_L002","435b_C2CUGACXX_CTTGTA_L001",0.842311066907927,FALSE
"GSE116899","GSM3263510","GSM3263512","431b_C2CUGACXX_TAGCTT_L001","435b_C2CUGACXX_CTTGTA_L001",0.868790242059958,FALSE
"GSE116899","GSM3263511","GSM3263512","431b_C2CUGACXX_TAGCTT_L002","435b_C2CUGACXX_CTTGTA_L001",0.869675623320486,FALSE
"GSE116899","GSM3263492","GSM3263513","226b_C2CUGACXX_GATCAG_L001","435b_C2CUGACXX_CTTGTA_L002",0.853705055605435,FALSE
"GSE116899","GSM3263493","GSM3263513","226b_C2CUGACXX_GATCAG_L002","435b_C2CUGACXX_CTTGTA_L002",0.856082293282969,FALSE
"GSE116899","GSM3263494","GSM3263513","226sf_C2CUGACXX_CGTACG_L001","435b_C2CUGACXX_CTTGTA_L002",0.838566731084525,FALSE
"GSE116899","GSM3263495","GSM3263513","226sf_C2CUGACXX_CGTACG_L002","435b_C2CUGACXX_CTTGTA_L002",0.840491171994089,FALSE
"GSE116899","GSM3263496","GSM3263513","271b_C2CUGACXX_GAGTGG_L001","435b_C2CUGACXX_CTTGTA_L002",0.84512102194411,FALSE
"GSE116899","GSM3263497","GSM3263513","271b_C2CUGACXX_GAGTGG_L002","435b_C2CUGACXX_CTTGTA_L002",0.848139751985998,FALSE
"GSE116899","GSM3263498","GSM3263513","271sf_C2CUGACXX_GTTTCG_L001","435b_C2CUGACXX_CTTGTA_L002",0.843645358063919,FALSE
"GSE116899","GSM3263499","GSM3263513","271sf_C2CUGACXX_GTTTCG_L002","435b_C2CUGACXX_CTTGTA_L002",0.843098425448732,FALSE
"GSE116899","GSM3263500","GSM3263513","332b_C2CUGACXX_AGTCAA_L001","435b_C2CUGACXX_CTTGTA_L002",0.860677713055348,FALSE
"GSE116899","GSM3263501","GSM3263513","332b_C2CUGACXX_AGTCAA_L002","435b_C2CUGACXX_CTTGTA_L002",0.860521995163148,FALSE
"GSE116899","GSM3263502","GSM3263513","387b_C2CUGACXX_GTCCGC_L001","435b_C2CUGACXX_CTTGTA_L002",0.866207635051159,FALSE
"GSE116899","GSM3263503","GSM3263513","387b_C2CUGACXX_GTCCGC_L002","435b_C2CUGACXX_CTTGTA_L002",0.866266581918235,FALSE
"GSE116899","GSM3263504","GSM3263513","396b_C2CUGACXX_AGTTCC_L001","435b_C2CUGACXX_CTTGTA_L002",0.865785652063059,FALSE
"GSE116899","GSM3263505","GSM3263513","396b_C2CUGACXX_AGTTCC_L002","435b_C2CUGACXX_CTTGTA_L002",0.866663893177471,FALSE
"GSE116899","GSM3263506","GSM3263513","416b_C2CUGACXX_GTGGCC_L001","435b_C2CUGACXX_CTTGTA_L002",0.864507382321798,FALSE
"GSE116899","GSM3263507","GSM3263513","416b_C2CUGACXX_GTGGCC_L002","435b_C2CUGACXX_CTTGTA_L002",0.863984266128265,FALSE
"GSE116899","GSM3263508","GSM3263513","416sf_C2CUGACXX_GTGAAA_L001","435b_C2CUGACXX_CTTGTA_L002",0.843424567040177,FALSE
"GSE116899","GSM3263509","GSM3263513","416sf_C2CUGACXX_GTGAAA_L002","435b_C2CUGACXX_CTTGTA_L002",0.843111472985303,FALSE
"GSE116899","GSM3263510","GSM3263513","431b_C2CUGACXX_TAGCTT_L001","435b_C2CUGACXX_CTTGTA_L002",0.864503249607631,FALSE
"GSE116899","GSM3263511","GSM3263513","431b_C2CUGACXX_TAGCTT_L002","435b_C2CUGACXX_CTTGTA_L002",0.866640561562865,FALSE
"GSE116899","GSM3263512","GSM3263513","435b_C2CUGACXX_CTTGTA_L001","435b_C2CUGACXX_CTTGTA_L002",0.885839101065631,TRUE
"GSE116899","GSM3263492","GSM3263514","226b_C2CUGACXX_GATCAG_L001","466b_C2CUGACXX_CCGTCC_L001",0.856459649128913,FALSE
